case_id,requested_time_min_s,effective_first_selected_time_s,frame_index,time_s,seaward_distance_m,landward_distance_m,side,zone,candidate_count_before_global_sampling,displayed_arrow_count,displayed_speed_max_mps,displayed_top10_mean_speed_mps,displayed_top10_count,displayed_max_point_id,displayed_max_x_m,displayed_max_y_m,displayed_max_u_mps,displayed_max_v_mps,displayed_max_h_m,displayed_max_m,displayed_max_b0_m,displayed_max_b_current_m,displayed_max_shoreline_distance_m,displayed_max_static_zone,displayed_max_dynamic_wet,displayed_max_source_topo_id,displayed_max_native_dx_m,displayed_max_native_dy_m,displayed_max_effective_resolution_m,displayed_max_source_precedence_rank,colorbar_fraction,colorbar_saturated
aqaba_lsa_c10_angm25,900,900,52,1860,1000,500,east,seaward,219097,288,16.4277310161,11.5376121291,10,664196,84663.7578125,3154602.25,12.1108846664,11.0994062424,1.28092861176,0,-1.10053009106,-2.94126737118,2.63403293988,seaward,true,topo-bathy.tt3,30,30,30,1,0.597847688835,false
aqaba_lsa_c10_angm25,900,900,52,1860,1000,500,east,landward_inundated,219097,50,12.9583325824,10.5677249203,10,650034,82562.9765625,3149770.5,-12.9237003326,-0.946759223938,0.468681722879,0,4.57513176462,2.12928542495,12.8372115557,landward,true,topo-bathy.tt3,30,30,30,1,0.471587292119,false
aqaba_lsa_c10_angm25,900,900,52,1860,1000,500,east,combined_coastal,219097,338,16.4277310161,12.4455137663,10,664196,84663.7578125,3154602.25,12.1108846664,11.0994062424,1.28092861176,0,-1.10053009106,-2.94126737118,2.63403293988,seaward,true,topo-bathy.tt3,30,30,30,1,0.597847688835,false
aqaba_lsa_c10_angm25,900,900,52,1860,1000,500,west,seaward,219097,295,5.66327230258,3.61353170384,10,672896,59904.5390625,3157573.25,2.58731174469,-5.03770494461,1.05572140217,0,-1.11641031701,-1.24319390953,32.6050149314,seaward,true,topo-bathy.tt3,30,30,30,1,0.206101150185,false
aqaba_lsa_c10_angm25,900,900,52,1860,1000,500,west,landward_inundated,219097,100,3.53255567413,2.93199906888,10,699299,61375.0859375,3166006.5,3.52232718468,0.268627613783,0.229082107544,0,0.616563688863,0.819369196892,8.25614588303,landward,true,topo-bathy.tt3,30,30,30,1,0.128558852308,false
aqaba_lsa_c10_angm25,900,900,52,1860,1000,500,west,combined_coastal,219097,395,5.66327230258,3.74676592704,10,672896,59904.5390625,3157573.25,2.58731174469,-5.03770494461,1.05572140217,0,-1.11641031701,-1.24319390953,32.6050149314,seaward,true,topo-bathy.tt3,30,30,30,1,0.206101150185,false
aqaba_lsa_c10_angm25,900,900,53,1980,1000,500,east,seaward,218896,269,22.5053714175,11.8611166087,10,669734,85504.0703125,3156553,6.17163419724,21.6426124573,0.223746076226,0,-2.94090185383,-1.21296836436,23.7704479582,seaward,true,topo-bathy.tt3,30,30,30,1,0.819028767585,false
aqaba_lsa_c10_angm25,900,900,53,1980,1000,500,east,landward_inundated,218896,51,12.9276901843,9.65726912971,10,650127,82592.9921875,3149800.5,-6.9970536232,-10.8704376221,1.58508396149,0,2.70787844508,-3.1873190403,6.13736733955,landward,true,topo-bathy.tt3,30,30,30,1,0.470472135871,false
aqaba_lsa_c10_angm25,900,900,53,1980,1000,500,east,combined_coastal,218896,320,22.5053714175,12.3698546627,10,669734,85504.0703125,3156553,6.17163419724,21.6426124573,0.223746076226,0,-2.94090185383,-1.21296836436,23.7704479582,seaward,true,topo-bathy.tt3,30,30,30,1,0.819028767585,false
aqaba_lsa_c10_angm25,900,900,53,1980,1000,500,west,seaward,218896,280,4.22174298991,3.90949176747,10,674548,60174.640625,3157903.5,4.17239141464,0.643633246422,0.251522868872,0,-3.55360170702,-2.90185150504,26.4701442646,seaward,true,topo-bathy.tt3,30,30,30,1,0.153640164116,false
aqaba_lsa_c10_angm25,900,900,53,1980,1000,500,west,landward_inundated,218896,105,3.90517111806,2.72786619362,10,834117,79621.8828125,3215074.75,-1.0656055212,-3.75697302818,0.477120727301,0,2.34534468628,-0.580422081053,0.860570865966,landward,true,topo-bathy.tt3,30,30,30,1,0.142119293599,false
