side,station_id,source_topo_id,model_grid_spacing_m,native_dx_m,native_dy_m,effective_resolution_m,raw_source_class_value,raw_source_id,raw_source_native_resolution_m,raw_source_multibeam,raw_source_confidence,source_overlap_count,source_precedence_rank,multibeam_coverage,distance_to_raw_source_boundary_m,distance_to_resolution_boundary_m,distance_to_raw_source_boundary_censored
east,east_0331,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,30.9222222222,30.9222222222,false
east,east_0332,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,61.8444444444,61.8444444444,false
east,east_0333,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,69.1441909042,69.1441909042,false
east,east_0334,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,30.9222222222,30.9222222222,false
east,east_0335,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,30.9222222222,30.9222222222,false
east,east_0336,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,61.8444444444,61.8444444444,false
east,east_0337,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,87.4612520908,87.4612520908,false
east,east_0338,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,30.9222222222,30.9222222222,false
east,east_0339,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,30.9222222222,30.9222222222,false
east,east_0340,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,30.9222222222,30.9222222222,false
east,east_0341,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,30.9222222222,30.9222222222,false
east,east_0342,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,30.9222222222,30.9222222222,false
east,east_0343,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,43.7306260454,43.7306260454,false
east,east_0344,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,30.9222222222,30.9222222222,false
east,east_0345,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,30.9222222222,30.9222222222,false
west,west_0000,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,69.1441909042,69.1441909042,false
west,west_0001,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,304.548569582,304.548569582,false
west,west_0002,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,241.510276089,241.510276089,false
west,west_0003,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,195.569305072,195.569305072,false
west,west_0004,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,249.302925706,249.302925706,false
west,west_0005,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,61.8444444444,61.8444444444,false
west,west_0006,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,264.19958248,264.19958248,false
west,west_0007,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,264.19958248,264.19958248,false
west,west_0008,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,262.383756272,262.383756272,false
west,west_0009,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,185.533333333,185.533333333,false
west,west_0010,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,278.3,278.3,false
west,west_0011,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,254.991176802,254.991176802,false
west,west_0012,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,154.611111111,154.611111111,false
west,west_0013,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,345.720954521,345.720954521,false
west,west_0014,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,69.1441909042,69.1441909042,false
west,west_0015,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,216.455555556,216.455555556,false
west,west_0016,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,216.455555556,216.455555556,false
west,west_0017,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,278.3,278.3,false
west,west_0018,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,249.302925706,249.302925706,false
west,west_0019,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,276.576763617,276.576763617,false
west,west_0020,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,249.302925706,249.302925706,false
west,west_0021,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,225.117175799,225.117175799,false
west,west_0022,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,30.9222222222,30.9222222222,false
west,west_0023,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,216.455555556,216.455555556,false
west,west_0024,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,87.4612520908,87.4612520908,false
west,west_0025,topo-bathy.tt3,30,30,30,30,5,gmrt_core,54,unknown,high,1,1,unknown,92.7666666667,92.7666666667,false
west,west_0026,topo-bathy.tt3,30,30,30,30,5,gmrt_core,54,unknown,high,1,1,unknown,278.3,278.3,false
west,west_0027,topo-bathy.tt3,30,30,30,30,5,gmrt_core,54,unknown,high,1,1,unknown,127.495588401,127.495588401,false
west,west_0028,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,197.998830586,197.998830586,false
west,west_0029,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,218.653130227,218.653130227,false
west,west_0030,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,280.012631549,280.012631549,false
west,west_0031,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,61.8444444444,61.8444444444,false
west,west_0032,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,43.7306260454,43.7306260454,false
west,west_0033,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,285.088802496,285.088802496,false
west,west_0034,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,154.611111111,154.611111111,false
west,west_0035,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,285.088802496,285.088802496,false
west,west_0036,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,127.495588401,127.495588401,false
west,west_0037,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,185.533333333,185.533333333,false
west,west_0038,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,304.548569582,304.548569582,false
west,west_0039,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,247.377777778,247.377777778,false
west,west_0040,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,262.383756272,262.383756272,false
west,west_0041,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,69.1441909042,69.1441909042,false
west,west_0042,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,87.4612520908,87.4612520908,false
west,west_0043,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,218.653130227,218.653130227,false
west,west_0044,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,157.673014515,157.673014515,false
west,west_0045,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,276.576763617,276.576763617,false
west,west_0046,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,249.302925706,249.302925706,false
west,west_0047,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,185.533333333,185.533333333,false
west,west_0048,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,264.19958248,264.19958248,false
west,west_0049,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,328.707731076,328.707731076,false
west,west_0050,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,166.52126287,166.52126287,false
west,west_0051,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,216.455555556,216.455555556,false
west,west_0052,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,195.569305072,195.569305072,false
west,west_0053,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,185.533333333,185.533333333,false
west,west_0054,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,185.533333333,185.533333333,false
west,west_0055,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,235.496628374,235.496628374,false
west,west_0056,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,276.576763617,276.576763617,false
west,west_0057,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,174.922504182,174.922504182,false
west,west_0058,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,180.305990259,180.305990259,false
west,west_0059,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,216.455555556,216.455555556,false
west,west_0060,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,218.653130227,218.653130227,false
west,west_0061,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,154.611111111,154.611111111,false
west,west_0062,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,264.19958248,264.19958248,false
west,west_0063,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,188.092534687,188.092534687,false
west,west_0064,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,127.495588401,127.495588401,false
west,west_0065,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,185.533333333,185.533333333,false
west,west_0066,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,333.042525739,333.042525739,false
west,west_0067,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,92.7666666667,92.7666666667,false
west,west_0068,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,30.9222222222,30.9222222222,false
west,west_0069,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,197.998830586,197.998830586,false
west,west_0070,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,30.9222222222,30.9222222222,false
west,west_0071,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,30.9222222222,30.9222222222,false
west,west_0072,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,197.998830586,197.998830586,false
west,west_0073,topo-bathy.tt3,30,30,30,30,1,copernicus_a2_land_core,30,false,high,1,1,false,30.9222222222,30.9222222222,false
west,west_0074,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,69.1441909042,69.1441909042,false
west,west_0075,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,30.9222222222,30.9222222222,false
west,west_0076,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,87.4612520908,87.4612520908,false
west,west_0077,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,43.7306260454,43.7306260454,false
west,west_0078,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,30.9222222222,30.9222222222,false
west,west_0079,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,30.9222222222,30.9222222222,false
west,west_0080,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,30.9222222222,30.9222222222,false
west,west_0081,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,30.9222222222,30.9222222222,false
west,west_0082,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,69.1441909042,69.1441909042,false
west,west_0083,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,30.9222222222,30.9222222222,false
west,west_0084,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,235.496628374,235.496628374,false
west,west_0085,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,154.611111111,154.611111111,false
west,west_0086,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,61.8444444444,61.8444444444,false
west,west_0087,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,61.8444444444,61.8444444444,false
west,west_0088,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,166.52126287,166.52126287,false
west,west_0089,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,216.455555556,216.455555556,false
west,west_0090,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,207.432572713,207.432572713,false
west,west_0091,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,154.611111111,154.611111111,false
west,west_0092,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,276.576763617,276.576763617,false
west,west_0093,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,69.1441909042,69.1441909042,false
west,west_0094,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,276.576763617,276.576763617,false
west,west_0095,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,334.474973321,334.474973321,false
west,west_0096,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,264.19958248,264.19958248,false
west,west_0097,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,180.305990259,180.305990259,false
west,west_0098,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,195.569305072,195.569305072,false
west,west_0099,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,262.383756272,262.383756272,false
west,west_0100,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,278.3,278.3,false
west,west_0101,topo-bathy.tt3,30,30,30,30,5,gmrt_core,54,unknown,high,1,1,unknown,216.455555556,216.455555556,false
west,west_0102,topo-bathy.tt3,30,30,30,30,5,gmrt_core,54,unknown,high,1,1,unknown,61.8444444444,61.8444444444,false
west,west_0103,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,185.533333333,185.533333333,false
west,west_0104,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,276.576763617,276.576763617,false
west,west_0105,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,249.302925706,249.302925706,false
west,west_0106,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,222.983315547,222.983315547,false
west,west_0107,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,304.548569582,304.548569582,false
west,west_0108,topo-bathy.tt3,30,30,30,30,5,gmrt_core,54,unknown,high,1,1,unknown,61.8444444444,61.8444444444,false
west,west_0109,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,241.510276089,241.510276089,false
west,west_0110,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,309.222222222,309.222222222,false
west,west_0111,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,304.548569582,304.548569582,false
west,west_0112,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,218.653130227,218.653130227,false
west,west_0113,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,254.991176802,254.991176802,false
west,west_0114,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,61.8444444444,61.8444444444,false
west,west_0115,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,61.8444444444,61.8444444444,false
west,west_0116,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,285.088802496,285.088802496,false
west,west_0117,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,334.474973321,334.474973321,false
west,west_0118,topo-bathy.tt3,30,30,30,30,5,gmrt_core,54,unknown,high,1,1,unknown,123.688888889,123.688888889,false
west,west_0119,topo-bathy.tt3,30,30,30,30,5,gmrt_core,54,unknown,high,1,1,unknown,30.9222222222,30.9222222222,false
west,west_0120,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,249.302925706,249.302925706,false
west,west_0121,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,306.114382318,306.114382318,false
west,west_0122,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,69.1441909042,69.1441909042,false
west,west_0123,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,276.576763617,276.576763617,false
west,west_0124,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,97.7846525361,97.7846525361,false
west,west_0125,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,225.117175799,225.117175799,false
west,west_0126,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,188.092534687,188.092534687,false
west,west_0127,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,304.548569582,304.548569582,false
west,west_0128,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,174.922504182,174.922504182,false
west,west_0129,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,61.8444444444,61.8444444444,false
west,west_0130,topo-bathy.tt3,30,30,30,30,5,gmrt_core,54,unknown,high,1,1,unknown,127.495588401,127.495588401,false
west,west_0131,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,174.922504182,174.922504182,false
west,west_0132,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,328.707731076,328.707731076,false
west,west_0133,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,276.576763617,276.576763617,false
west,west_0134,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,291.719661006,291.719661006,false
west,west_0135,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,235.496628374,235.496628374,false
west,west_0136,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,276.576763617,276.576763617,false
west,west_0137,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,241.510276089,241.510276089,false
west,west_0138,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,218.653130227,218.653130227,false
west,west_0139,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,262.383756272,262.383756272,false
west,west_0140,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,222.983315547,222.983315547,false
west,west_0141,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,293.353957608,293.353957608,false
west,west_0142,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,254.991176802,254.991176802,false
west,west_0143,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,328.707731076,328.707731076,false
west,west_0144,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,195.569305072,195.569305072,false
west,west_0145,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,154.611111111,154.611111111,false
west,west_0146,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,188.092534687,188.092534687,false
west,west_0147,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,218.653130227,218.653130227,false
west,west_0148,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,216.455555556,216.455555556,false
west,west_0149,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,247.377777778,247.377777778,false
west,west_0150,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,216.455555556,216.455555556,false
west,west_0151,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,328.707731076,328.707731076,false
west,west_0152,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,247.377777778,247.377777778,false
west,west_0153,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,185.533333333,185.533333333,false
west,west_0154,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,247.377777778,247.377777778,false
west,west_0155,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,293.353957608,293.353957608,false
west,west_0156,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,280.012631549,280.012631549,false
west,west_0157,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,247.377777778,247.377777778,false
west,west_0158,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,278.3,278.3,false
west,west_0159,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,247.377777778,247.377777778,false
west,west_0160,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,247.377777778,247.377777778,false
west,west_0161,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,247.377777778,247.377777778,false
west,west_0162,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,276.576763617,276.576763617,false
west,west_0163,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,154.611111111,154.611111111,false
west,west_0164,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,131.191878136,131.191878136,false
west,west_0165,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,322.837477937,322.837477937,false
west,west_0166,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,188.092534687,188.092534687,false
west,west_0167,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,166.52126287,166.52126287,false
west,west_0168,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,278.3,278.3,false
west,west_0169,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,225.117175799,225.117175799,false
west,west_0170,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,293.353957608,293.353957608,false
west,west_0171,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,334.474973321,334.474973321,false
west,west_0172,topo-bathy.tt3,30,30,30,30,3,gmrt_shore_blend,54,unknown,mixed_blend,2,1,unknown,241.510276089,241.510276089,false
