side,station_id,station_index,alongshore_distance_m,normalized_along_gulf_coordinate,x_m,y_m,shoreline_tangent_x,shoreline_tangent_y,seaward_normal_x,seaward_normal_y,shoreline_curvature,source_topo_id_at_shoreline,native_resolution_m_at_shoreline,effective_resolution_m_at_shoreline,model_grid_spacing_m,source_elevation_at_shoreline_m,raw_source_class_value,raw_source_id,raw_source_class,raw_source_multibeam,raw_source_native_resolution_m,raw_source_confidence,source_overlap_count,distance_to_raw_source_boundary_m,distance_to_raw_source_boundary_censored
west,west_0274,274,137000,0.766488261217,85349.5488704,3237771.23151,0.494889250689,0.86895605732,0.86895605732,-0.494889250689,0.000369038348383,topo-bathy.tt3,30,30,30,-0.0207958742581,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,278.3,false
west,west_0275,275,137500,0.76928566363,85594.2910675,3238205.92649,0.249734338884,0.968314391085,0.968314391085,-0.249734338884,0.000155450467086,topo-bathy.tt3,30,30,30,0.00106995429655,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,262.383756272,false
west,west_0276,276,138000,0.772083066043,85583.7796894,3238679.43289,0.354385568201,0.935099389932,0.935099389932,-0.354385568201,-0.000285870672784,topo-bathy.tt3,30,30,30,-0.0623605653692,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,43.7306260454,false
west,west_0277,277,138500,0.774880468456,85911.5845522,3239043.15286,0.512657022831,0.858593487596,0.858593487596,-0.512657022831,0.000109415247609,topo-bathy.tt3,30,30,30,0.0717461918501,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,180.305990259,false
west,west_0278,278,139000,0.77767787087,86080.9323905,3239512.05988,0.250156277602,0.968205472395,0.968205472395,-0.250156277602,0.000512538123864,topo-bathy.tt3,30,30,30,0.0118461522089,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,216.455555556,false
west,west_0279,279,139500,0.780475273283,86160.1702128,3240005.27942,0.0257355984373,0.999668784635,0.999668784635,-0.0257355984373,0.000632537788867,topo-bathy.tt3,30,30,30,0.00620955611377,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,123.688888889,false
west,west_0280,280,140000,0.783272675696,86106.3729023,3240500.26637,-0.370638256692,0.928777305212,0.928777305212,0.370638256692,0.000394395047108,topo-bathy.tt3,30,30,30,0.00814706505629,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,195.569305072,false
west,west_0281,281,140500,0.786070078109,85813.0804257,3240875.04694,-0.360362623963,0.932812295829,0.932812295829,0.360362623963,-0.000117494900036,topo-bathy.tt3,30,30,30,-0.100800164102,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,30.9222222222,false
west,west_0282,282,141000,0.788867480522,85771.3057207,3241367.60046,-0.259207171552,0.965821744535,0.965821744535,0.259207171552,-6.04585924656e-05,topo-bathy.tt3,30,30,30,0.0151920339555,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,87.4612520908,false
west,west_0283,283,141500,0.791664882936,85560.8164204,3241814.99802,-0.30334205079,0.952881734646,0.952881734646,0.30334205079,-0.000122177516362,topo-bathy.tt3,30,30,30,-0.0153593566575,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,69.1441909042,false
west,west_0284,284,142000,0.794462285349,85477.0439984,3242291.95836,-0.139566593764,0.990212687207,0.990212687207,0.139566593764,-0.000240892267997,topo-bathy.tt3,30,30,30,-0.199678302512,1,copernicus_a2_land_core,land/a2 core,false,30,high,1,30.9222222222,false
west,west_0285,285,142500,0.797259687762,85424.082062,3242785.11625,-0.0672549414481,0.997735823177,0.997735823177,0.0672549414481,-0.000282431217026,topo-bathy.tt3,30,30,30,0.0989275281784,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,30.9222222222,false
west,west_0286,286,143000,0.800057090175,85410.4575138,3243279.77754,0.14192665877,0.989877175982,0.989877175982,-0.14192665877,-0.000527146488383,topo-bathy.tt3,30,30,30,-0.0270423405534,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,157.673014515,false
west,west_0287,287,143500,0.802854492588,85561.4346838,3243743.09149,0.443805397711,0.896123188497,0.896123188497,-0.443805397711,-0.000368081932517,topo-bathy.tt3,30,30,30,0.0195266426782,3,gmrt_shore_blend,blend to GMRT,unknown,54,mixed_blend,2,328.707731076,false
