case_id,requested_time_min_s,side,station_id,alongshore_distance_m,displayed_arrow_count,frame_presence_fraction,median_frame_local_max_speed_mps,median_frame_local_top3_mean_speed_mps,max_speed_mps,unique_hotspot_count,recurrent_hotspot_count,median_u_parallel,median_u_normal,median_alignment_to_isobath_deg,median_alignment_to_shoreline_tangent_deg,median_u_parallel_isobath,median_u_downslope,raw_source_id,raw_source_native_resolution_m,raw_source_multibeam,distance_to_raw_source_boundary_m
aqaba_lsd_nc8_angm40,900,east,east_0037,18500,1,0.0416666666667,15.9721977369,15.9721977369,15.9721977369,1,0,11.6448921225,10.9319526162,80.3921236086,43.1912948668,2.66582830693,15.7481573521,copernicus_a2_land_core,30,false,30.9222222222
aqaba_lsd_nc8_angm40,900,east,east_0012,6000,1,0.375,14.1455877897,14.1455877897,14.1455877897,1,1,-12.7934482778,6.03534051063,69.5445105856,25.2557097705,-4.94359458872,13.2536231446,gmrt_shore_blend,54,unknown,69.1441909042
aqaba_lsd_nc8_angm40,900,west,west_0086,43000,1,0.0416666666667,7.3963755071,7.3963755071,7.3963755071,1,0,4.47919875873,5.88584311053,57.752803521,52.7284204157,-3.94650725398,6.25551365887,gmrt_shore_blend,54,unknown,61.8444444444
aqaba_lsd_nc8_angm40,900,west,west_0094,47000,1,0.0416666666667,6.14880558743,6.14880558743,6.14880558743,1,0,0.787922525823,6.09811349889,82.9403480663,82.6377398083,0.755704436144,6.10218984932,gmrt_shore_blend,54,unknown,276.576763617
aqaba_lsd_nc8_angm40,900,west,west_0046,23000,1,0.0833333333333,6.14483433307,6.14483433307,6.14483433307,1,1,0.736487676877,6.10053890101,70.9201197037,83.1162792497,-2.00866065503,5.80726022784,gmrt_shore_blend,54,unknown,249.302925706
aqaba_lsd_nc8_angm40,900,west,west_0083,41500,1,0.0416666666667,5.92718449588,5.92718449588,5.92718449588,1,0,5.80090890274,-1.21695190964,4.4911469117,11.8480582358,-5.90898474979,0.464128511335,gmrt_shore_blend,54,unknown,30.9222222222
aqaba_lsd_nc8_angm40,900,west,west_0091,45500,1,0.0416666666667,5.79041946285,5.79041946285,5.79041946285,1,0,1.7946728099,5.50527992577,80.7567598778,71.9444873256,-0.930092591556,5.71523274476,gmrt_shore_blend,54,unknown,154.611111111
aqaba_lsd_nc8_angm40,900,west,west_0067,33500,1,0.0416666666667,5.63402816423,5.63402816423,5.63402816423,1,0,1.48950217035,-5.4335675794,63.4831299618,74.6701184887,-2.51537551697,-5.04134499553,gmrt_shore_blend,54,unknown,92.7666666667
aqaba_lsd_nc8_angm40,900,west,west_0072,36000,2,0.0833333333333,5.56866114617,5.56866114617,5.62279562039,2,0,-2.06464958139,-5.12635097934,40.143171465,68.1317073578,3.82648746409,-3.19557794326,gmrt_shore_blend,54,unknown,197.998830586
aqaba_lsd_nc8_angm40,900,west,west_0033,16500,1,0.0416666666667,5.59504322337,5.59504322337,5.59504322337,1,0,-0.522257296231,5.57061540478,84.9697219978,84.6440515679,-0.490585533687,5.57349392263,gmrt_shore_blend,54,unknown,285.088802496
aqaba_lsd_nc8_angm40,900,west,west_0051,25500,1,0.0416666666667,5.56659127683,5.56659127683,5.56659127683,1,0,0.334781346562,5.55651508531,61.2747004594,86.5520838009,-2.67536368377,4.88153332497,gmrt_shore_blend,54,unknown,216.455555556
aqaba_lse_c10_angm40,900,east,east_0055,27500,4,0.833333333333,26.0372470205,29.0377527922,35.0387643355,4,3,6.30922663974,8.38151447544,17.9376419435,16.4758543812,7.46915255994,6.91717033974,gmrt_shore_blend,54,unknown,87.4612520908
aqaba_lse_c10_angm40,900,east,east_0129,64500,1,0.625,27.6873734511,27.6873734511,27.6873734511,1,1,-20.7970871602,18.277631528,31.1526152316,41.3107955529,-23.694643399,14.3232162175,gmrt_shore_blend,54,unknown,69.1441909042
aqaba_lse_c10_angm40,900,east,east_0077,38500,1,0.0833333333333,21.1756641504,21.1756641504,21.1756641504,1,1,18.503148671,10.2976813636,8.87170434174,29.0975434324,20.9223216678,3.26576304073,gmrt_shore_blend,54,unknown,69.1441909042
aqaba_lse_c10_angm40,900,east,east_0126,63000,1,0.25,17.4530394263,17.4530394263,17.4530394263,1,1,-15.4416537105,8.1341204751,17.4024385571,27.7786851739,-16.6541719284,5.21987955777,gmrt_shore_blend,54,unknown,30.9222222222
aqaba_lse_c10_angm40,900,east,east_0342,171000,1,0.333333333333,17.0704831199,17.0704831199,17.0704831199,1,1,14.8913688565,-8.34556933514,46.9710927585,29.2675768656,11.6483388037,-12.4786857105,copernicus_a2_land_core,30,false,30.9222222222
aqaba_lse_c10_angm40,900,east,east_0076,38000,1,0.125,16.7388568764,16.7388568764,16.7388568764,1,1,-16.6053999132,2.10950782219,33.6904454912,7.239929254,-13.9275095396,9.28513907023,gmrt_shore_blend,54,unknown,111.491657774
aqaba_lse_c10_angm40,900,east,east_0067,33500,1,0.333333333333,16.7379383988,16.7379383988,16.7379383988,1,1,-11.1849534477,12.452124245,52.0527794367,48.0686578813,-10.2927494794,13.1991624732,copernicus_a2_land_core,30,false,43.7306260454
aqaba_lse_c10_angm40,900,west,west_0102,51000,1,0.0416666666667,5.62186791555,5.62186791555,5.62186791555,1,0,-0.0146949190364,5.6218487101,75.3697816371,89.8502352221,1.41996972608,5.43958498757,gmrt_core,54,unknown,61.8444444444
aqaba_lse_c10_angm40,900,west,west_0083,41500,2,0.0833333333333,4.94958834931,4.94958834931,5.19528445023,2,0,0.188744218688,4.94587731895,75.7448789219,87.7954784239,0.0479544742211,4.79732691745,gmrt_shore_blend,54,unknown,30.9222222222
aqaba_lse_c10_angm40,900,west,west_0119,59500,1,0.0416666666667,5.19063385084,5.19063385084,5.19063385084,1,0,-1.77963943159,4.87601920289,80.3686628939,69.9490333433,0.868434558759,5.1174701944,gmrt_core,54,unknown,30.9222222222
aqaba_lse_c10_angm40,900,west,west_0078,39000,1,0.0416666666667,5.00869027152,5.00869027152,5.00869027152,1,0,-0.114375021978,5.00738420639,70.0518583139,88.69151907,1.70881230118,4.70817785936,gmrt_shore_blend,54,unknown,30.9222222222
aqaba_lse_c10_angm40,900,west,west_0082,41000,1,0.0833333333333,4.89334818706,4.89334818706,4.89334818706,1,1,-1.19979149381,4.74398111834,77.6419894321,75.8070408293,1.04727198877,4.77996630337,gmrt_shore_blend,54,unknown,69.1441909042
aqaba_lse_c10_angm40,900,west,west_0084,42000,2,0.0833333333333,4.78309604084,4.78309604084,4.78343911835,2,0,1.71445801397,4.4451531588,73.2253176587,68.9091596421,-1.37886519721,4.57426887602,gmrt_shore_blend,54,unknown,235.496628374
aqaba_lse_c10_angm40,900,west,west_0174,87000,1,0.0416666666667,4.66614006046,4.66614006046,4.66614006046,1,0,-1.16333814594,4.51879490817,88.9436498568,75.5630260137,-0.0860237616611,4.66534703707,gmrt_shore_blend,54,unknown,180.305990259
aqaba_lse_c10_angm40,900,west,west_0087,43500,1,0.0416666666667,4.61194849947,4.61194849947,4.61194849947,1,0,2.18327601808,4.06243458909,50.0299682122,61.7450625244,-2.96265505441,3.53450760225,gmrt_shore_blend,54,unknown,61.8444444444
aqaba_lsf_nc10_angm30,900,east,east_0126,63000,3,0.208333333333,13.5139710909,13.3216215256,15.4424089415,3,2,-12.0102241613,5.12944794453,29.1861451738,27.7719839369,-13.4711191034,6.22569941212,gmrt_shore_blend,54,unknown,30.9222222222
aqaba_lsf_nc10_angm30,900,east,east_0128,64000,2,0.0833333333333,13.5025655281,13.5025655281,14.5555561902,2,0,1.60292221485,3.18502221636,24.2305431226,14.6588761517,-0.212250714405,5.62014743531,copernicus_a2_land_core,30,false,43.7306260454
aqaba_lsf_nc10_angm30,900,east,east_0115,57500,1,1,13.1725895713,13.1725895713,13.1725895713,1,1,-12.1454801593,-5.09945366815,10.7245751733,22.7757968051,-12.9425048775,-2.45126161614,copernicus_a2_land_core,30,false,30.9222222222
aqaba_lsf_nc10_angm30,900,east,east_0120,60000,2,0.333333333333,12.1364013141,12.1364013141,12.9129095554,2,2,-12.0341116034,1.43618429988,13.5926997836,6.61162512319,-11.7691940048,2.88902602745,copernicus_a2_land_core,30,false,43.7306260454
aqaba_lsf_nc10_angm30,900,east,east_0127,63500,1,0.0416666666667,12.1527656264,12.1527656264,12.1527656264,1,0,-9.76116578988,7.23943055725,48.237760589,36.5627143983,-8.09424043925,9.06493155421,copernicus_a2_land_core,30,false,30.9222222222
aqaba_lsf_nc10_angm30,900,east,east_0079,39500,1,0.0416666666667,11.8932364298,11.8932364298,11.8932364298,1,0,-11.769130907,1.71365996303,6.60226742826,8.28440909594,-11.8143630582,1.3674422491,gmrt_shore_blend,54,unknown,43.7306260454
aqaba_lsf_nc10_angm30,900,west,west_0214,107000,1,0.916666666667,4.32988240976,4.32988240976,4.32988240976,1,1,-3.98985797268,-1.68193788239,17.6314614758,22.8580172659,4.12648397911,-1.31149214732,gmrt_shore_blend,54,unknown,61.8444444444
aqaba_lsf_nc10_angm30,900,west,west_0137,68500,1,0.0416666666667,3.84707872211,3.84707872211,3.84707872211,1,0,1.28744211883,3.62525964377,60.2074851703,70.4484717376,-1.91146180809,3.33861175495,gmrt_shore_blend,54,unknown,241.510276089
aqaba_lsf_nc10_angm30,900,west,west_0192,96000,1,0.0416666666667,3.76574160072,3.76574160072,3.76574160072,1,0,3.73345973286,0.492024619826,2.79260535128,7.5076226907,-3.76126953261,0.183470178751,gmrt_shore_blend,54,unknown,235.496628374
aqaba_lsf_nc10_angm30,900,west,west_0135,67500,1,0.0833333333333,3.73802382684,3.73802382684,3.73802382684,1,1,-1.52143587155,3.41438940643,87.558302978,65.9824719526,-0.15925011155,3.7346300395,gmrt_shore_blend,54,unknown,235.496628374
aqaba_lsf_nc10_angm30,900,west,west_0163,81500,1,0.0416666666667,3.71416763452,3.71416763452,3.71416763452,1,0,-1.19680215019,3.51606396851,61.7548155135,71.2023899824,1.7577136009,3.27192361074,gmrt_shore_blend,54,unknown,154.611111111
aqaba_lsf_nc10_angm30,900,west,west_0096,48000,1,0.0833333333333,3.1703576157,3.1703576157,3.1703576157,1,1,0.543013885447,3.12350817698,84.6745757194,80.1378418156,0.294248558246,3.15667312173,gmrt_shore_blend,54,unknown,264.19958248
aqaba_lsf_nc10_angm30,900,west,west_0112,56000,1,0.125,3.16193121734,3.16193121734,3.16193121734,1,1,-1.40427528585,2.83298781232,69.7305463487,63.6329821307,1.09540547987,2.96612472055,gmrt_shore_blend,54,unknown,218.653130227
aqaba_lsf_nc10_angm30,900,west,west_0155,77500,1,0.0833333333333,3.15148075747,3.15148075747,3.15148075747,1,1,0.94029203535,3.00793647754,65.7898374582,72.6405632011,-1.29237438754,2.87429981162,gmrt_shore_blend,54,unknown,293.353957608
aqaba_lsf_nc10_angm30,900,west,west_0133,66500,1,0.0833333333333,3.1169101818,3.1169101818,3.1169101818,1,1,-3.08736589131,0.428136584035,0.276379009935,7.89506868309,3.11687391925,-0.0150350552291,gmrt_shore_blend,54,unknown,276.576763617
aqaba_lsf_nc10_angm30,900,west,west_0174,87000,1,0.0416666666667,3.04608422122,3.04608422122,3.04608422122,1,0,-0.623126300524,2.98166777096,70.4555723206,78.1958858103,1.01902998431,2.87057607003,gmrt_shore_blend,54,unknown,180.305990259
