side,station_id,distance_offshore_m,bed_elevation_m,water_depth_m,source_topo_id,native_resolution_m,effective_resolution_m,valid_source_data
east,east_0320,1750,-449.032351927,449.032351927,topo-bathy.tt3,30,30,true
east,east_0320,1800,-469.990115082,469.990115082,topo-bathy.tt3,30,30,true
east,east_0320,1850,-493.151317087,493.151317087,topo-bathy.tt3,30,30,true
east,east_0320,1900,-519.273844592,519.273844592,topo-bathy.tt3,30,30,true
east,east_0320,1950,-548.317273791,548.317273791,topo-bathy.tt3,30,30,true
east,east_0320,2000,-579.349219808,579.349219808,topo-bathy.tt3,30,30,true
east,east_0340,0,-4.35638085303,4.35638085303,topo-bathy.tt3,30,30,true
east,east_0340,50,-53.831890436,53.831890436,topo-bathy.tt3,30,30,true
east,east_0340,100,-107.203797826,107.203797826,topo-bathy.tt3,30,30,true
east,east_0340,150,-134.03577081,134.03577081,topo-bathy.tt3,30,30,true
east,east_0340,200,-164.068754687,164.068754687,topo-bathy.tt3,30,30,true
east,east_0340,250,-198.31165739,198.31165739,topo-bathy.tt3,30,30,true
east,east_0340,300,-234.549160157,234.549160157,topo-bathy.tt3,30,30,true
east,east_0340,350,-271.938593772,271.938593772,topo-bathy.tt3,30,30,true
east,east_0340,400,-312.517961829,312.517961829,topo-bathy.tt3,30,30,true
east,east_0340,450,-356.579972978,356.579972978,topo-bathy.tt3,30,30,true
east,east_0340,500,-396.838286478,396.838286478,topo-bathy.tt3,30,30,true
east,east_0340,550,-426.569897218,426.569897218,topo-bathy.tt3,30,30,true
east,east_0340,600,-449.341623523,449.341623523,topo-bathy.tt3,30,30,true
east,east_0340,650,-469.496725948,469.496725948,topo-bathy.tt3,30,30,true
east,east_0340,700,-486.599321167,486.599321167,topo-bathy.tt3,30,30,true
east,east_0340,750,-500.035613629,500.035613629,topo-bathy.tt3,30,30,true
east,east_0340,800,-509.038959942,509.038959942,topo-bathy.tt3,30,30,true
east,east_0340,850,-513.54156058,513.54156058,topo-bathy.tt3,30,30,true
east,east_0340,900,-514.67276503,514.67276503,topo-bathy.tt3,30,30,true
east,east_0340,950,-513.856562225,513.856562225,topo-bathy.tt3,30,30,true
east,east_0340,1000,-512.03967471,512.03967471,topo-bathy.tt3,30,30,true
east,east_0340,1050,-510.09923585,510.09923585,topo-bathy.tt3,30,30,true
east,east_0340,1100,-509.44039935,509.44039935,topo-bathy.tt3,30,30,true
east,east_0340,1150,-510.781524539,510.781524539,topo-bathy.tt3,30,30,true
east,east_0340,1200,-513.954700718,513.954700718,topo-bathy.tt3,30,30,true
east,east_0340,1250,-517.849582735,517.849582735,topo-bathy.tt3,30,30,true
east,east_0340,1300,-522.304257198,522.304257198,topo-bathy.tt3,30,30,true
east,east_0340,1350,-527.3653768,527.3653768,topo-bathy.tt3,30,30,true
east,east_0340,1400,-532.847766619,532.847766619,topo-bathy.tt3,30,30,true
east,east_0340,1450,-539.125591668,539.125591668,topo-bathy.tt3,30,30,true
east,east_0340,1500,-546.450834562,546.450834562,topo-bathy.tt3,30,30,true
east,east_0340,1550,-555.21531274,555.21531274,topo-bathy.tt3,30,30,true
east,east_0340,1600,-565.877167988,565.877167988,topo-bathy.tt3,30,30,true
east,east_0340,1650,-578.557916217,578.557916217,topo-bathy.tt3,30,30,true
east,east_0340,1700,-593.019337643,593.019337643,topo-bathy.tt3,30,30,true
east,east_0340,1750,-608.884112491,608.884112491,topo-bathy.tt3,30,30,true
east,east_0340,1800,-625.838138144,625.838138144,topo-bathy.tt3,30,30,true
east,east_0340,1850,-643.844769528,643.844769528,topo-bathy.tt3,30,30,true
east,east_0340,1900,-660.973595518,660.973595518,topo-bathy.tt3,30,30,true
east,east_0340,1950,-675.898480863,675.898480863,topo-bathy.tt3,30,30,true
east,east_0340,2000,-688.860580825,688.860580825,topo-bathy.tt3,30,30,true
west,west_0000,0,0.000868160932359,-0.000868160932359,topo-bathy.tt3,30,30,true
west,west_0000,50,-2.44976976004,2.44976976004,topo-bathy.tt3,30,30,true
west,west_0000,100,-3.57280055807,3.57280055807,topo-bathy.tt3,30,30,true
west,west_0000,150,-4.23972077391,4.23972077391,topo-bathy.tt3,30,30,true
west,west_0000,200,-4.41897511288,4.41897511288,topo-bathy.tt3,30,30,true
west,west_0000,250,-4.39812940466,4.39812940466,topo-bathy.tt3,30,30,true
west,west_0000,300,-4.21282230634,4.21282230634,topo-bathy.tt3,30,30,true
west,west_0000,350,-3.95607372264,3.95607372264,topo-bathy.tt3,30,30,true
west,west_0000,400,-3.68709438445,3.68709438445,topo-bathy.tt3,30,30,true
west,west_0000,450,-3.02266009699,3.02266009699,topo-bathy.tt3,30,30,true
west,west_0000,500,-2.66500816448,2.66500816448,topo-bathy.tt3,30,30,true
west,west_0000,550,-2.94195167344,2.94195167344,topo-bathy.tt3,30,30,true
west,west_0000,600,-2.92833815161,2.92833815161,topo-bathy.tt3,30,30,true
west,west_0000,650,-3.03120752307,3.03120752307,topo-bathy.tt3,30,30,true
west,west_0000,700,-3.26288731818,3.26288731818,topo-bathy.tt3,30,30,true
west,west_0000,750,-3.66064994263,3.66064994263,topo-bathy.tt3,30,30,true
west,west_0000,800,-4.20289784331,4.20289784331,topo-bathy.tt3,30,30,true
west,west_0000,850,-4.99455895889,4.99455895889,topo-bathy.tt3,30,30,true
west,west_0000,900,-5.99018316458,5.99018316458,topo-bathy.tt3,30,30,true
west,west_0000,950,-7.37035563909,7.37035563909,topo-bathy.tt3,30,30,true
west,west_0000,1000,-9.16684320736,9.16684320736,topo-bathy.tt3,30,30,true
west,west_0000,1050,-11.0435321989,11.0435321989,topo-bathy.tt3,30,30,true
west,west_0000,1100,-12.7319249861,12.7319249861,topo-bathy.tt3,30,30,true
west,west_0000,1150,-14.5421418338,14.5421418338,topo-bathy.tt3,30,30,true
west,west_0000,1200,-16.4048412867,16.4048412867,topo-bathy.tt3,30,30,true
west,west_0000,1250,-18.3103314594,18.3103314594,topo-bathy.tt3,30,30,true
west,west_0000,1300,-20.2602881856,20.2602881856,topo-bathy.tt3,30,30,true
west,west_0000,1350,-22.0284200758,22.0284200758,topo-bathy.tt3,30,30,true
west,west_0000,1400,-23.5984299231,23.5984299231,topo-bathy.tt3,30,30,true
west,west_0000,1450,-25.0550497401,25.0550497401,topo-bathy.tt3,30,30,true
west,west_0000,1500,-26.4574983892,26.4574983892,topo-bathy.tt3,30,30,true
west,west_0000,1550,-27.88112414,27.88112414,topo-bathy.tt3,30,30,true
west,west_0000,1600,-29.3132721993,29.3132721993,topo-bathy.tt3,30,30,true
west,west_0000,1650,-30.6416902999,30.6416902999,topo-bathy.tt3,30,30,true
west,west_0000,1700,-31.9100919572,31.9100919572,topo-bathy.tt3,30,30,true
west,west_0000,1750,-33.1605589445,33.1605589445,topo-bathy.tt3,30,30,true
west,west_0000,1800,-34.3957965878,34.3957965878,topo-bathy.tt3,30,30,true
west,west_0000,1850,-35.6883678892,35.6883678892,topo-bathy.tt3,30,30,true
west,west_0000,1900,-36.9608117934,36.9608117934,topo-bathy.tt3,30,30,true
west,west_0000,1950,-38.1137873641,38.1137873641,topo-bathy.tt3,30,30,true
west,west_0000,2000,-39.2591864253,39.2591864253,topo-bathy.tt3,30,30,true
west,west_0020,0,-0.0139896452513,0.0139896452513,topo-bathy.tt3,30,30,true
west,west_0020,50,-4.69197616484,4.69197616484,topo-bathy.tt3,30,30,true
west,west_0020,100,-8.77679484895,8.77679484895,topo-bathy.tt3,30,30,true
west,west_0020,150,-12.3133463429,12.3133463429,topo-bathy.tt3,30,30,true
west,west_0020,200,-15.1519401784,15.1519401784,topo-bathy.tt3,30,30,true
west,west_0020,250,-17.0759373233,17.0759373233,topo-bathy.tt3,30,30,true
west,west_0020,300,-18.6515470121,18.6515470121,topo-bathy.tt3,30,30,true
west,west_0020,350,-20.1487534994,20.1487534994,topo-bathy.tt3,30,30,true
west,west_0020,400,-21.7418347493,21.7418347493,topo-bathy.tt3,30,30,true
west,west_0020,450,-23.1948970635,23.1948970635,topo-bathy.tt3,30,30,true
west,west_0020,500,-24.1918054769,24.1918054769,topo-bathy.tt3,30,30,true
west,west_0020,550,-24.84147233,24.84147233,topo-bathy.tt3,30,30,true
west,west_0020,600,-25.2293700449,25.2293700449,topo-bathy.tt3,30,30,true
west,west_0020,650,-25.4819970714,25.4819970714,topo-bathy.tt3,30,30,true
west,west_0020,700,-25.7519596825,25.7519596825,topo-bathy.tt3,30,30,true
west,west_0020,750,-26.1633867529,26.1633867529,topo-bathy.tt3,30,30,true
west,west_0020,800,-26.8690350625,26.8690350625,topo-bathy.tt3,30,30,true
west,west_0020,850,-27.8691101642,27.8691101642,topo-bathy.tt3,30,30,true
west,west_0020,900,-29.0530275415,29.0530275415,topo-bathy.tt3,30,30,true
west,west_0020,950,-30.254370648,30.254370648,topo-bathy.tt3,30,30,true
west,west_0020,1000,-31.4970881373,31.4970881373,topo-bathy.tt3,30,30,true
west,west_0020,1050,-32.872884427,32.872884427,topo-bathy.tt3,30,30,true
west,west_0020,1100,-34.4373815708,34.4373815708,topo-bathy.tt3,30,30,true
west,west_0020,1150,-36.2500956991,36.2500956991,topo-bathy.tt3,30,30,true
west,west_0020,1200,-38.4531242414,38.4531242414,topo-bathy.tt3,30,30,true
west,west_0020,1250,-41.0098737923,41.0098737923,topo-bathy.tt3,30,30,true
west,west_0020,1300,-43.8006253439,43.8006253439,topo-bathy.tt3,30,30,true
west,west_0020,1350,-46.8967750782,46.8967750782,topo-bathy.tt3,30,30,true
west,west_0020,1400,-50.2927314408,50.2927314408,topo-bathy.tt3,30,30,true
west,west_0020,1450,-53.9728332418,53.9728332418,topo-bathy.tt3,30,30,true
west,west_0020,1500,-58.0715784521,58.0715784521,topo-bathy.tt3,30,30,true
west,west_0020,1550,-62.3509577933,62.3509577933,topo-bathy.tt3,30,30,true
west,west_0020,1600,-66.595154854,66.595154854,topo-bathy.tt3,30,30,true
west,west_0020,1650,-70.9288612789,70.9288612789,topo-bathy.tt3,30,30,true
west,west_0020,1700,-75.3653671182,75.3653671182,topo-bathy.tt3,30,30,true
west,west_0020,1750,-79.9613958721,79.9613958721,topo-bathy.tt3,30,30,true
west,west_0020,1800,-84.9749616488,84.9749616488,topo-bathy.tt3,30,30,true
west,west_0020,1850,-90.2110229705,90.2110229705,topo-bathy.tt3,30,30,true
west,west_0020,1900,-95.3617350736,95.3617350736,topo-bathy.tt3,30,30,true
west,west_0020,1950,-100.56113092,100.56113092,topo-bathy.tt3,30,30,true
west,west_0020,2000,-105.856024941,105.856024941,topo-bathy.tt3,30,30,true
west,west_0040,0,0.0435903361074,-0.0435903361074,topo-bathy.tt3,30,30,true
west,west_0040,50,-6.12247827159,6.12247827159,topo-bathy.tt3,30,30,true
west,west_0040,100,-12.4459032526,12.4459032526,topo-bathy.tt3,30,30,true
west,west_0040,150,-18.4748307737,18.4748307737,topo-bathy.tt3,30,30,true
west,west_0040,200,-24.3535221332,24.3535221332,topo-bathy.tt3,30,30,true
west,west_0040,250,-30.2890964544,30.2890964544,topo-bathy.tt3,30,30,true
west,west_0040,300,-36.7584144209,36.7584144209,topo-bathy.tt3,30,30,true
west,west_0040,350,-43.8578620595,43.8578620595,topo-bathy.tt3,30,30,true
west,west_0040,400,-51.1108760846,51.1108760846,topo-bathy.tt3,30,30,true
west,west_0040,450,-57.7278465991,57.7278465991,topo-bathy.tt3,30,30,true
west,west_0040,500,-63.0965413741,63.0965413741,topo-bathy.tt3,30,30,true
west,west_0040,550,-68.4563138622,68.4563138622,topo-bathy.tt3,30,30,true
west,west_0040,600,-74.2858149411,74.2858149411,topo-bathy.tt3,30,30,true
west,west_0040,650,-80.7588360895,80.7588360895,topo-bathy.tt3,30,30,true
west,west_0040,700,-87.5150515196,87.5150515196,topo-bathy.tt3,30,30,true
west,west_0040,750,-94.6577126039,94.6577126039,topo-bathy.tt3,30,30,true
west,west_0040,800,-102.34584603,102.34584603,topo-bathy.tt3,30,30,true
west,west_0040,850,-110.43915713,110.43915713,topo-bathy.tt3,30,30,true
west,west_0040,900,-119.426030053,119.426030053,topo-bathy.tt3,30,30,true
west,west_0040,950,-128.845628524,128.845628524,topo-bathy.tt3,30,30,true
west,west_0040,1000,-138.19763739,138.19763739,topo-bathy.tt3,30,30,true
west,west_0040,1050,-147.952173997,147.952173997,topo-bathy.tt3,30,30,true
west,west_0040,1100,-158.190584299,158.190584299,topo-bathy.tt3,30,30,true
west,west_0040,1150,-169.124454276,169.124454276,topo-bathy.tt3,30,30,true
west,west_0040,1200,-181.175947642,181.175947642,topo-bathy.tt3,30,30,true
west,west_0040,1250,-193.472320351,193.472320351,topo-bathy.tt3,30,30,true
west,west_0040,1300,-205.987677811,205.987677811,topo-bathy.tt3,30,30,true
west,west_0040,1350,-219.129593686,219.129593686,topo-bathy.tt3,30,30,true
west,west_0040,1400,-232.806223778,232.806223778,topo-bathy.tt3,30,30,true
west,west_0040,1450,-247.693735759,247.693735759,topo-bathy.tt3,30,30,true
west,west_0040,1500,-263.326611362,263.326611362,topo-bathy.tt3,30,30,true
west,west_0040,1550,-278.448065485,278.448065485,topo-bathy.tt3,30,30,true
west,west_0040,1600,-293.720806536,293.720806536,topo-bathy.tt3,30,30,true
west,west_0040,1650,-309.233616934,309.233616934,topo-bathy.tt3,30,30,true
west,west_0040,1700,-325.049917809,325.049917809,topo-bathy.tt3,30,30,true
west,west_0040,1750,-342.249330257,342.249330257,topo-bathy.tt3,30,30,true
west,west_0040,1800,-359.606617682,359.606617682,topo-bathy.tt3,30,30,true
west,west_0040,1850,-376.572450943,376.572450943,topo-bathy.tt3,30,30,true
west,west_0040,1900,-393.848684118,393.848684118,topo-bathy.tt3,30,30,true
west,west_0040,1950,-411.412615493,411.412615493,topo-bathy.tt3,30,30,true
west,west_0040,2000,-429.776374177,429.776374177,topo-bathy.tt3,30,30,true
west,west_0060,0,-0.000103384701358,0.000103384701358,topo-bathy.tt3,30,30,true
west,west_0060,50,-2.40857748018,2.40857748018,topo-bathy.tt3,30,30,true
west,west_0060,100,-5.1045048478,5.1045048478,topo-bathy.tt3,30,30,true
west,west_0060,150,-7.99686392656,7.99686392656,topo-bathy.tt3,30,30,true
west,west_0060,200,-10.4238973207,10.4238973207,topo-bathy.tt3,30,30,true
west,west_0060,250,-12.5036259043,12.5036259043,topo-bathy.tt3,30,30,true
west,west_0060,300,-14.3434125393,14.3434125393,topo-bathy.tt3,30,30,true
west,west_0060,350,-16.0146115533,16.0146115533,topo-bathy.tt3,30,30,true
west,west_0060,400,-17.6613688611,17.6613688611,topo-bathy.tt3,30,30,true
west,west_0060,450,-19.2612139201,19.2612139201,topo-bathy.tt3,30,30,true
west,west_0060,500,-20.7709418404,20.7709418404,topo-bathy.tt3,30,30,true
west,west_0060,550,-22.3470531091,22.3470531091,topo-bathy.tt3,30,30,true
west,west_0060,600,-24.0433260585,24.0433260585,topo-bathy.tt3,30,30,true
west,west_0060,650,-25.8767564662,25.8767564662,topo-bathy.tt3,30,30,true
west,west_0060,700,-27.8867848331,27.8867848331,topo-bathy.tt3,30,30,true
west,west_0060,750,-29.9875018689,29.9875018689,topo-bathy.tt3,30,30,true
west,west_0060,800,-32.0301716847,32.0301716847,topo-bathy.tt3,30,30,true
west,west_0060,850,-34.1121224218,34.1121224218,topo-bathy.tt3,30,30,true
west,west_0060,900,-36.2472584414,36.2472584414,topo-bathy.tt3,30,30,true
west,west_0060,950,-38.4362811629,38.4362811629,topo-bathy.tt3,30,30,true
west,west_0060,1000,-40.7791001323,40.7791001323,topo-bathy.tt3,30,30,true
west,west_0060,1050,-43.21971858,43.21971858,topo-bathy.tt3,30,30,true
west,west_0060,1100,-45.6463795433,45.6463795433,topo-bathy.tt3,30,30,true
west,west_0060,1150,-48.143065295,48.143065295,topo-bathy.tt3,30,30,true
west,west_0060,1200,-50.7131237795,50.7131237795,topo-bathy.tt3,30,30,true
west,west_0060,1250,-53.3237096105,53.3237096105,topo-bathy.tt3,30,30,true
west,west_0060,1300,-56.0461142272,56.0461142272,topo-bathy.tt3,30,30,true
west,west_0060,1350,-58.7842784119,58.7842784119,topo-bathy.tt3,30,30,true
west,west_0060,1400,-61.3043862004,61.3043862004,topo-bathy.tt3,30,30,true
west,west_0060,1450,-63.6522990486,63.6522990486,topo-bathy.tt3,30,30,true
west,west_0060,1500,-65.8734460729,65.8734460729,topo-bathy.tt3,30,30,true
west,west_0060,1550,-67.9875241692,67.9875241692,topo-bathy.tt3,30,30,true
west,west_0060,1600,-70.1079404888,70.1079404888,topo-bathy.tt3,30,30,true
west,west_0060,1650,-72.2065727826,72.2065727826,topo-bathy.tt3,30,30,true
west,west_0060,1700,-74.1447660249,74.1447660249,topo-bathy.tt3,30,30,true
west,west_0060,1750,-75.9685013256,75.9685013256,topo-bathy.tt3,30,30,true
west,west_0060,1800,-77.7317783806,77.7317783806,topo-bathy.tt3,30,30,true
west,west_0060,1850,-79.431839279,79.431839279,topo-bathy.tt3,30,30,true
west,west_0060,1900,-81.1321218402,81.1321218402,topo-bathy.tt3,30,30,true
west,west_0060,1950,-82.8095010831,82.8095010831,topo-bathy.tt3,30,30,true
west,west_0060,2000,-84.3296997336,84.3296997336,topo-bathy.tt3,30,30,true
west,west_0080,0,0.354528406492,-0.354528406492,topo-bathy.tt3,30,30,true
west,west_0080,50,-9.30835780677,9.30835780677,topo-bathy.tt3,30,30,true
west,west_0080,100,-14.6891781649,14.6891781649,topo-bathy.tt3,30,30,true
west,west_0080,150,-19.5771747889,19.5771747889,topo-bathy.tt3,30,30,true
west,west_0080,200,-25.1579462136,25.1579462136,topo-bathy.tt3,30,30,true
west,west_0080,250,-30.9881903909,30.9881903909,topo-bathy.tt3,30,30,true
west,west_0080,300,-37.1951430223,37.1951430223,topo-bathy.tt3,30,30,true
west,west_0080,350,-43.7039629857,43.7039629857,topo-bathy.tt3,30,30,true
west,west_0080,400,-50.5649385991,50.5649385991,topo-bathy.tt3,30,30,true
west,west_0080,450,-56.5704361723,56.5704361723,topo-bathy.tt3,30,30,true
west,west_0080,500,-60.7156994356,60.7156994356,topo-bathy.tt3,30,30,true
west,west_0080,550,-64.6819377464,64.6819377464,topo-bathy.tt3,30,30,true
west,west_0080,600,-68.8162252326,68.8162252326,topo-bathy.tt3,30,30,true
west,west_0080,650,-73.1977626024,73.1977626024,topo-bathy.tt3,30,30,true
west,west_0080,700,-78.2117381549,78.2117381549,topo-bathy.tt3,30,30,true
west,west_0080,750,-83.8699701153,83.8699701153,topo-bathy.tt3,30,30,true
west,west_0080,800,-89.778664087,89.778664087,topo-bathy.tt3,30,30,true
west,west_0080,850,-96.0886427289,96.0886427289,topo-bathy.tt3,30,30,true
west,west_0080,900,-102.767742228,102.767742228,topo-bathy.tt3,30,30,true
west,west_0080,950,-109.838150325,109.838150325,topo-bathy.tt3,30,30,true
west,west_0080,1000,-117.577502585,117.577502585,topo-bathy.tt3,30,30,true
west,west_0080,1050,-125.363227462,125.363227462,topo-bathy.tt3,30,30,true
west,west_0080,1100,-132.92068966,132.92068966,topo-bathy.tt3,30,30,true
west,west_0080,1150,-140.534078078,140.534078078,topo-bathy.tt3,30,30,true
west,west_0080,1200,-148.163601804,148.163601804,topo-bathy.tt3,30,30,true
west,west_0080,1250,-156.157921541,156.157921541,topo-bathy.tt3,30,30,true
west,west_0080,1300,-164.551112026,164.551112026,topo-bathy.tt3,30,30,true
west,west_0080,1350,-172.744584197,172.744584197,topo-bathy.tt3,30,30,true
west,west_0080,1400,-180.891697909,180.891697909,topo-bathy.tt3,30,30,true
west,west_0080,1450,-189.144751891,189.144751891,topo-bathy.tt3,30,30,true
west,west_0080,1500,-197.519627899,197.519627899,topo-bathy.tt3,30,30,true
west,west_0080,1550,-206.443274405,206.443274405,topo-bathy.tt3,30,30,true
west,west_0080,1600,-215.37402477,215.37402477,topo-bathy.tt3,30,30,true
west,west_0080,1650,-223.841948177,223.841948177,topo-bathy.tt3,30,30,true
west,west_0080,1700,-232.277553564,232.277553564,topo-bathy.tt3,30,30,true
west,west_0080,1750,-240.725147457,240.725147457,topo-bathy.tt3,30,30,true
west,west_0080,1800,-249.39222521,249.39222521,topo-bathy.tt3,30,30,true
west,west_0080,1850,-258.496017065,258.496017065,topo-bathy.tt3,30,30,true
west,west_0080,1900,-267.381102832,267.381102832,topo-bathy.tt3,30,30,true
west,west_0080,1950,-276.026464173,276.026464173,topo-bathy.tt3,30,30,true
west,west_0080,2000,-284.758639682,284.758639682,topo-bathy.tt3,30,30,true
west,west_0100,0,-0.257275832306,0.257275832306,topo-bathy.tt3,30,30,true
west,west_0100,50,-5.30989847925,5.30989847925,topo-bathy.tt3,30,30,true
west,west_0100,100,-10.8610183355,10.8610183355,topo-bathy.tt3,30,30,true
west,west_0100,150,-17.3821722183,17.3821722183,topo-bathy.tt3,30,30,true
west,west_0100,200,-25.0465940232,25.0465940232,topo-bathy.tt3,30,30,true
west,west_0100,250,-33.6849122168,33.6849122168,topo-bathy.tt3,30,30,true
west,west_0100,300,-43.4914625603,43.4914625603,topo-bathy.tt3,30,30,true
west,west_0100,350,-53.5583423055,53.5583423055,topo-bathy.tt3,30,30,true
west,west_0100,400,-64.1162071457,64.1162071457,topo-bathy.tt3,30,30,true
west,west_0100,450,-75.8055622668,75.8055622668,topo-bathy.tt3,30,30,true
west,west_0100,500,-88.2956657313,88.2956657313,topo-bathy.tt3,30,30,true
west,west_0100,550,-101.058789385,101.058789385,topo-bathy.tt3,30,30,true
west,west_0100,600,-114.15555401,114.15555401,topo-bathy.tt3,30,30,true
west,west_0100,650,-127.80227006,127.80227006,topo-bathy.tt3,30,30,true
west,west_0100,700,-142.044563984,142.044563984,topo-bathy.tt3,30,30,true
west,west_0100,750,-157.421492298,157.421492298,topo-bathy.tt3,30,30,true
west,west_0100,800,-173.700371218,173.700371218,topo-bathy.tt3,30,30,true
west,west_0100,850,-190.195368316,190.195368316,topo-bathy.tt3,30,30,true
west,west_0100,900,-206.927447093,206.927447093,topo-bathy.tt3,30,30,true
west,west_0100,950,-224.151969923,224.151969923,topo-bathy.tt3,30,30,true
west,west_0100,1000,-241.817630033,241.817630033,topo-bathy.tt3,30,30,true
west,west_0100,1050,-260.199934137,260.199934137,topo-bathy.tt3,30,30,true
west,west_0100,1100,-279.513863565,279.513863565,topo-bathy.tt3,30,30,true
west,west_0100,1150,-298.959372102,298.959372102,topo-bathy.tt3,30,30,true
west,west_0100,1200,-318.332012428,318.332012428,topo-bathy.tt3,30,30,true
west,west_0100,1250,-338.467655667,338.467655667,topo-bathy.tt3,30,30,true
west,west_0100,1300,-359.541798241,359.541798241,topo-bathy.tt3,30,30,true
west,west_0100,1350,-381.83697638,381.83697638,topo-bathy.tt3,30,30,true
west,west_0100,1400,-405.845800446,405.845800446,topo-bathy.tt3,30,30,true
west,west_0100,1450,-430.71342815,430.71342815,topo-bathy.tt3,30,30,true
west,west_0100,1500,-455.502304274,455.502304274,topo-bathy.tt3,30,30,true
west,west_0100,1550,-480.651309598,480.651309598,topo-bathy.tt3,30,30,true
west,west_0100,1600,-505.963561265,505.963561265,topo-bathy.tt3,30,30,true
west,west_0100,1650,-530.99446817,530.99446817,topo-bathy.tt3,30,30,true
west,west_0100,1700,-556.493222416,556.493222416,topo-bathy.tt3,30,30,true
west,west_0100,1750,-580.758377665,580.758377665,topo-bathy.tt3,30,30,true
west,west_0100,1800,-603.209656949,603.209656949,topo-bathy.tt3,30,30,true
west,west_0100,1850,-624.490401363,624.490401363,topo-bathy.tt3,30,30,true
west,west_0100,1900,-645.117757939,645.117757939,topo-bathy.tt3,30,30,true
west,west_0100,1950,-664.74222065,664.74222065,topo-bathy.tt3,30,30,true
west,west_0100,2000,-683.75932632,683.75932632,topo-bathy.tt3,30,30,true
west,west_0120,0,-0.0274381390583,0.0274381390583,topo-bathy.tt3,30,30,true
west,west_0120,50,-2.47368718269,2.47368718269,topo-bathy.tt3,30,30,true
west,west_0120,100,-5.63770263802,5.63770263802,topo-bathy.tt3,30,30,true
west,west_0120,150,-9.85617544907,9.85617544907,topo-bathy.tt3,30,30,true
west,west_0120,200,-15.1485781644,15.1485781644,topo-bathy.tt3,30,30,true
west,west_0120,250,-21.5627060743,21.5627060743,topo-bathy.tt3,30,30,true
west,west_0120,300,-29.1494160005,29.1494160005,topo-bathy.tt3,30,30,true
west,west_0120,350,-37.2799539949,37.2799539949,topo-bathy.tt3,30,30,true
west,west_0120,400,-45.3226156292,45.3226156292,topo-bathy.tt3,30,30,true
west,west_0120,450,-53.9269708485,53.9269708485,topo-bathy.tt3,30,30,true
west,west_0120,500,-62.814257557,62.814257557,topo-bathy.tt3,30,30,true
west,west_0120,550,-72.1638746139,72.1638746139,topo-bathy.tt3,30,30,true
west,west_0120,600,-82.0414853233,82.0414853233,topo-bathy.tt3,30,30,true
west,west_0120,650,-92.3643466595,92.3643466595,topo-bathy.tt3,30,30,true
west,west_0120,700,-103.041652955,103.041652955,topo-bathy.tt3,30,30,true
west,west_0120,750,-114.343620085,114.343620085,topo-bathy.tt3,30,30,true
west,west_0120,800,-126.498215953,126.498215953,topo-bathy.tt3,30,30,true
west,west_0120,850,-139.676974036,139.676974036,topo-bathy.tt3,30,30,true
west,west_0120,900,-153.832767774,153.832767774,topo-bathy.tt3,30,30,true
west,west_0120,950,-169.115198402,169.115198402,topo-bathy.tt3,30,30,true
west,west_0120,1000,-185.676930773,185.676930773,topo-bathy.tt3,30,30,true
west,west_0120,1050,-203.374739773,203.374739773,topo-bathy.tt3,30,30,true
west,west_0120,1100,-221.906476841,221.906476841,topo-bathy.tt3,30,30,true
west,west_0120,1150,-240.59894551,240.59894551,topo-bathy.tt3,30,30,true
west,west_0120,1200,-259.761751984,259.761751984,topo-bathy.tt3,30,30,true
west,west_0120,1250,-279.512031723,279.512031723,topo-bathy.tt3,30,30,true
west,west_0120,1300,-299.72595281,299.72595281,topo-bathy.tt3,30,30,true
west,west_0120,1350,-320.039556847,320.039556847,topo-bathy.tt3,30,30,true
west,west_0120,1400,-340.814440798,340.814440798,topo-bathy.tt3,30,30,true
west,west_0120,1450,-362.137777054,362.137777054,topo-bathy.tt3,30,30,true
west,west_0120,1500,-383.803825012,383.803825012,topo-bathy.tt3,30,30,true
west,west_0120,1550,-405.429426454,405.429426454,topo-bathy.tt3,30,30,true
west,west_0120,1600,-426.35479553,426.35479553,topo-bathy.tt3,30,30,true
west,west_0120,1650,-447.20310192,447.20310192,topo-bathy.tt3,30,30,true
west,west_0120,1700,-468.212519223,468.212519223,topo-bathy.tt3,30,30,true
west,west_0120,1750,-489.401158565,489.401158565,topo-bathy.tt3,30,30,true
west,west_0120,1800,-510.840301727,510.840301727,topo-bathy.tt3,30,30,true
west,west_0120,1850,-532.936361996,532.936361996,topo-bathy.tt3,30,30,true
west,west_0120,1900,-556.049124669,556.049124669,topo-bathy.tt3,30,30,true
west,west_0120,1950,-579.796703324,579.796703324,topo-bathy.tt3,30,30,true
west,west_0120,2000,-603.649959741,603.649959741,topo-bathy.tt3,30,30,true
west,west_0140,0,-0.0386011442889,0.0386011442889,topo-bathy.tt3,30,30,true
west,west_0140,50,-4.8061846204,4.8061846204,topo-bathy.tt3,30,30,true
west,west_0140,100,-10.1690757551,10.1690757551,topo-bathy.tt3,30,30,true
west,west_0140,150,-16.4451139072,16.4451139072,topo-bathy.tt3,30,30,true
west,west_0140,200,-24.0861535895,24.0861535895,topo-bathy.tt3,30,30,true
west,west_0140,250,-32.7147957635,32.7147957635,topo-bathy.tt3,30,30,true
west,west_0140,300,-42.2633700657,42.2633700657,topo-bathy.tt3,30,30,true
west,west_0140,350,-52.8970976139,52.8970976139,topo-bathy.tt3,30,30,true
west,west_0140,400,-62.8580545905,62.8580545905,topo-bathy.tt3,30,30,true
