side,station_id,distance_offshore_m,bed_elevation_m,water_depth_m,source_topo_id,native_resolution_m,effective_resolution_m,valid_source_data
east,east_0160,700,-509.889612612,509.889612612,topo-bathy.tt3,30,30,true
east,east_0160,750,-534.304839214,534.304839214,topo-bathy.tt3,30,30,true
east,east_0160,800,-556.702104437,556.702104437,topo-bathy.tt3,30,30,true
east,east_0160,850,-580.795830856,580.795830856,topo-bathy.tt3,30,30,true
east,east_0160,900,-605.835884156,605.835884156,topo-bathy.tt3,30,30,true
east,east_0160,950,-629.72584848,629.72584848,topo-bathy.tt3,30,30,true
east,east_0160,1000,-652.724947286,652.724947286,topo-bathy.tt3,30,30,true
east,east_0160,1050,-674.553492782,674.553492782,topo-bathy.tt3,30,30,true
east,east_0160,1100,-695.942577451,695.942577451,topo-bathy.tt3,30,30,true
east,east_0160,1150,-718.724914302,718.724914302,topo-bathy.tt3,30,30,true
east,east_0160,1200,-741.730327143,741.730327143,topo-bathy.tt3,30,30,true
east,east_0160,1250,-763.1867501,763.1867501,topo-bathy.tt3,30,30,true
east,east_0160,1300,-784.095819809,784.095819809,topo-bathy.tt3,30,30,true
east,east_0160,1350,-804.339009618,804.339009618,topo-bathy.tt3,30,30,true
east,east_0160,1400,-824.961904469,824.961904469,topo-bathy.tt3,30,30,true
east,east_0160,1450,-844.090142072,844.090142072,topo-bathy.tt3,30,30,true
east,east_0160,1500,-861.498630288,861.498630288,topo-bathy.tt3,30,30,true
east,east_0160,1550,-876.668665842,876.668665842,topo-bathy.tt3,30,30,true
east,east_0160,1600,-891.915180984,891.915180984,topo-bathy.tt3,30,30,true
east,east_0160,1650,-913.005781373,913.005781373,topo-bathy.tt3,30,30,true
east,east_0160,1700,-943.061777581,943.061777581,topo-bathy.tt3,30,30,true
east,east_0160,1750,-972.291581175,972.291581175,topo-bathy.tt3,30,30,true
east,east_0160,1800,-989.616090319,989.616090319,topo-bathy.tt3,30,30,true
east,east_0160,1850,-1005.06107813,1005.06107813,topo-bathy.tt3,30,30,true
east,east_0160,1900,-1020.84444973,1020.84444973,topo-bathy.tt3,30,30,true
east,east_0160,1950,-1039.27208684,1039.27208684,topo-bathy.tt3,30,30,true
east,east_0160,2000,-1056.10311865,1056.10311865,topo-bathy.tt3,30,30,true
east,east_0180,0,-0.209835278096,0.209835278096,topo-bathy.tt3,30,30,true
east,east_0180,50,-7.81853842726,7.81853842726,topo-bathy.tt3,30,30,true
east,east_0180,100,-14.909883075,14.909883075,topo-bathy.tt3,30,30,true
east,east_0180,150,-23.7378044936,23.7378044936,topo-bathy.tt3,30,30,true
east,east_0180,200,-34.5203031511,34.5203031511,topo-bathy.tt3,30,30,true
east,east_0180,250,-47.3356878572,47.3356878572,topo-bathy.tt3,30,30,true
east,east_0180,300,-62.0161861564,62.0161861564,topo-bathy.tt3,30,30,true
east,east_0180,350,-78.545062411,78.545062411,topo-bathy.tt3,30,30,true
east,east_0180,400,-96.8688418478,96.8688418478,topo-bathy.tt3,30,30,true
east,east_0180,450,-117.100500122,117.100500122,topo-bathy.tt3,30,30,true
east,east_0180,500,-139.038333554,139.038333554,topo-bathy.tt3,30,30,true
east,east_0180,550,-162.275358877,162.275358877,topo-bathy.tt3,30,30,true
east,east_0180,600,-186.526743027,186.526743027,topo-bathy.tt3,30,30,true
east,east_0180,650,-209.968811079,209.968811079,topo-bathy.tt3,30,30,true
east,east_0180,700,-227.761522766,227.761522766,topo-bathy.tt3,30,30,true
east,east_0180,750,-244.208336262,244.208336262,topo-bathy.tt3,30,30,true
east,east_0180,800,-259.878960442,259.878960442,topo-bathy.tt3,30,30,true
east,east_0180,850,-274.383714261,274.383714261,topo-bathy.tt3,30,30,true
east,east_0180,900,-284.88125458,284.88125458,topo-bathy.tt3,30,30,true
east,east_0180,950,-292.086529006,292.086529006,topo-bathy.tt3,30,30,true
east,east_0180,1000,-287.725683257,287.725683257,topo-bathy.tt3,30,30,true
east,east_0180,1050,-306.379246637,306.379246637,topo-bathy.tt3,30,30,true
east,east_0180,1100,-325.356673668,325.356673668,topo-bathy.tt3,30,30,true
east,east_0180,1150,-341.497686618,341.497686618,topo-bathy.tt3,30,30,true
east,east_0180,1200,-359.56907169,359.56907169,topo-bathy.tt3,30,30,true
east,east_0180,1250,-378.052681911,378.052681911,topo-bathy.tt3,30,30,true
east,east_0180,1300,-396.356001847,396.356001847,topo-bathy.tt3,30,30,true
east,east_0180,1350,-414.900216617,414.900216617,topo-bathy.tt3,30,30,true
east,east_0180,1400,-433.680035747,433.680035747,topo-bathy.tt3,30,30,true
east,east_0180,1450,-450.309207688,450.309207688,topo-bathy.tt3,30,30,true
east,east_0180,1500,-467.121958476,467.121958476,topo-bathy.tt3,30,30,true
east,east_0180,1550,-483.558322086,483.558322086,topo-bathy.tt3,30,30,true
east,east_0180,1600,-501.526250015,501.526250015,topo-bathy.tt3,30,30,true
east,east_0180,1650,-519.286224594,519.286224594,topo-bathy.tt3,30,30,true
east,east_0180,1700,-536.394968753,536.394968753,topo-bathy.tt3,30,30,true
east,east_0180,1750,-555.126415927,555.126415927,topo-bathy.tt3,30,30,true
east,east_0180,1800,-572.933258944,572.933258944,topo-bathy.tt3,30,30,true
east,east_0180,1850,-590.211691293,590.211691293,topo-bathy.tt3,30,30,true
east,east_0180,1900,-614.360044634,614.360044634,topo-bathy.tt3,30,30,true
east,east_0180,1950,-640.127787048,640.127787048,topo-bathy.tt3,30,30,true
east,east_0180,2000,-666.767790328,666.767790328,topo-bathy.tt3,30,30,true
east,east_0200,0,0.152909892942,-0.152909892942,topo-bathy.tt3,30,30,true
east,east_0200,50,-18.0989502553,18.0989502553,topo-bathy.tt3,30,30,true
east,east_0200,100,-28.6496417613,28.6496417613,topo-bathy.tt3,30,30,true
east,east_0200,150,-37.2078585096,37.2078585096,topo-bathy.tt3,30,30,true
east,east_0200,200,-46.8719926689,46.8719926689,topo-bathy.tt3,30,30,true
east,east_0200,250,-57.4465221896,57.4465221896,topo-bathy.tt3,30,30,true
east,east_0200,300,-68.0583335223,68.0583335223,topo-bathy.tt3,30,30,true
east,east_0200,350,-78.9622577474,78.9622577474,topo-bathy.tt3,30,30,true
east,east_0200,400,-89.4961544336,89.4961544336,topo-bathy.tt3,30,30,true
east,east_0200,450,-96.7652416717,96.7652416717,topo-bathy.tt3,30,30,true
east,east_0200,500,-103.724787827,103.724787827,topo-bathy.tt3,30,30,true
east,east_0200,550,-110.715087505,110.715087505,topo-bathy.tt3,30,30,true
east,east_0200,600,-117.371900547,117.371900547,topo-bathy.tt3,30,30,true
east,east_0200,650,-123.945397252,123.945397252,topo-bathy.tt3,30,30,true
east,east_0200,700,-130.506848313,130.506848313,topo-bathy.tt3,30,30,true
east,east_0200,750,-136.930891401,136.930891401,topo-bathy.tt3,30,30,true
east,east_0200,800,-143.222569317,143.222569317,topo-bathy.tt3,30,30,true
east,east_0200,850,-146.939753178,146.939753178,topo-bathy.tt3,30,30,true
east,east_0200,900,-137.871504394,137.871504394,topo-bathy.tt3,30,30,true
east,east_0200,950,-127.685189614,127.685189614,topo-bathy.tt3,30,30,true
east,east_0200,1000,-139.211386395,139.211386395,topo-bathy.tt3,30,30,true
east,east_0200,1050,-152.086588215,152.086588215,topo-bathy.tt3,30,30,true
east,east_0200,1100,-162.86924437,162.86924437,topo-bathy.tt3,30,30,true
east,east_0200,1150,-173.979324626,173.979324626,topo-bathy.tt3,30,30,true
east,east_0200,1200,-185.042616286,185.042616286,topo-bathy.tt3,30,30,true
east,east_0200,1250,-195.738834045,195.738834045,topo-bathy.tt3,30,30,true
east,east_0200,1300,-205.876273421,205.876273421,topo-bathy.tt3,30,30,true
east,east_0200,1350,-215.788103801,215.788103801,topo-bathy.tt3,30,30,true
east,east_0200,1400,-225.394958722,225.394958722,topo-bathy.tt3,30,30,true
east,east_0200,1450,-234.514640203,234.514640203,topo-bathy.tt3,30,30,true
east,east_0200,1500,-243.272083655,243.272083655,topo-bathy.tt3,30,30,true
east,east_0200,1550,-252.114676029,252.114676029,topo-bathy.tt3,30,30,true
east,east_0200,1600,-262.414021116,262.414021116,topo-bathy.tt3,30,30,true
east,east_0200,1650,-270.24681962,270.24681962,topo-bathy.tt3,30,30,true
east,east_0200,1700,-278.51213541,278.51213541,topo-bathy.tt3,30,30,true
east,east_0200,1750,-286.529518216,286.529518216,topo-bathy.tt3,30,30,true
east,east_0200,1800,-294.131853145,294.131853145,topo-bathy.tt3,30,30,true
east,east_0200,1850,-301.40275749,301.40275749,topo-bathy.tt3,30,30,true
east,east_0200,1900,-309.013827152,309.013827152,topo-bathy.tt3,30,30,true
east,east_0200,1950,-317.523917273,317.523917273,topo-bathy.tt3,30,30,true
east,east_0200,2000,-325.071804892,325.071804892,topo-bathy.tt3,30,30,true
east,east_0220,0,-1.36043260997,1.36043260997,topo-bathy.tt3,30,30,true
east,east_0220,50,-21.1867817702,21.1867817702,topo-bathy.tt3,30,30,true
east,east_0220,100,-31.732463036,31.732463036,topo-bathy.tt3,30,30,true
east,east_0220,150,-36.238168005,36.238168005,topo-bathy.tt3,30,30,true
east,east_0220,200,-42.2093067791,42.2093067791,topo-bathy.tt3,30,30,true
east,east_0220,250,-49.7980090179,49.7980090179,topo-bathy.tt3,30,30,true
east,east_0220,300,-58.0410548273,58.0410548273,topo-bathy.tt3,30,30,true
east,east_0220,350,-66.4851788738,66.4851788738,topo-bathy.tt3,30,30,true
east,east_0220,400,-75.3752108357,75.3752108357,topo-bathy.tt3,30,30,true
east,east_0220,450,-84.7971129303,84.7971129303,topo-bathy.tt3,30,30,true
east,east_0220,500,-91.6009634553,91.6009634553,topo-bathy.tt3,30,30,true
east,east_0220,550,-96.2245590449,96.2245590449,topo-bathy.tt3,30,30,true
east,east_0220,600,-99.7670275237,99.7670275237,topo-bathy.tt3,30,30,true
east,east_0220,650,-103.194089233,103.194089233,topo-bathy.tt3,30,30,true
east,east_0220,700,-107.26660236,107.26660236,topo-bathy.tt3,30,30,true
east,east_0220,750,-112.776097888,112.776097888,topo-bathy.tt3,30,30,true
east,east_0220,800,-120.57790997,120.57790997,topo-bathy.tt3,30,30,true
east,east_0220,850,-129.142953991,129.142953991,topo-bathy.tt3,30,30,true
east,east_0220,900,-137.651723218,137.651723218,topo-bathy.tt3,30,30,true
east,east_0220,950,-118.451154745,118.451154745,topo-bathy.tt3,30,30,true
east,east_0220,1000,-86.4938453033,86.4938453033,topo-bathy.tt3,30,30,true
east,east_0220,1050,-90.5129766609,90.5129766609,topo-bathy.tt3,30,30,true
east,east_0220,1100,-97.6381861857,97.6381861857,topo-bathy.tt3,30,30,true
east,east_0220,1150,-108.546624374,108.546624374,topo-bathy.tt3,30,30,true
east,east_0220,1200,-126.521198175,126.521198175,topo-bathy.tt3,30,30,true
east,east_0220,1250,-150.420177304,150.420177304,topo-bathy.tt3,30,30,true
east,east_0220,1300,-178.526994323,178.526994323,topo-bathy.tt3,30,30,true
east,east_0220,1350,-208.563898494,208.563898494,topo-bathy.tt3,30,30,true
east,east_0220,1400,-234.704307585,234.704307585,topo-bathy.tt3,30,30,true
east,east_0220,1450,-259.210747709,259.210747709,topo-bathy.tt3,30,30,true
east,east_0220,1500,-285.360777454,285.360777454,topo-bathy.tt3,30,30,true
east,east_0220,1550,-308.867158824,308.867158824,topo-bathy.tt3,30,30,true
east,east_0220,1600,-332.086703096,332.086703096,topo-bathy.tt3,30,30,true
east,east_0220,1650,-353.624672027,353.624672027,topo-bathy.tt3,30,30,true
east,east_0220,1700,-375.309552123,375.309552123,topo-bathy.tt3,30,30,true
east,east_0220,1750,-395.051862051,395.051862051,topo-bathy.tt3,30,30,true
east,east_0220,1800,-414.352774201,414.352774201,topo-bathy.tt3,30,30,true
east,east_0220,1850,-434.48736604,434.48736604,topo-bathy.tt3,30,30,true
east,east_0220,1900,-451.900540848,451.900540848,topo-bathy.tt3,30,30,true
east,east_0220,1950,-470.284795686,470.284795686,topo-bathy.tt3,30,30,true
east,east_0220,2000,-489.294685188,489.294685188,topo-bathy.tt3,30,30,true
east,east_0240,0,0.0508321674127,-0.0508321674127,topo-bathy.tt3,30,30,true
east,east_0240,50,-19.9667340469,19.9667340469,topo-bathy.tt3,30,30,true
east,east_0240,100,-32.1333214278,32.1333214278,topo-bathy.tt3,30,30,true
east,east_0240,150,-39.4015581295,39.4015581295,topo-bathy.tt3,30,30,true
east,east_0240,200,-47.174791432,47.174791432,topo-bathy.tt3,30,30,true
east,east_0240,250,-56.4838684851,56.4838684851,topo-bathy.tt3,30,30,true
east,east_0240,300,-67.3576848617,67.3576848617,topo-bathy.tt3,30,30,true
east,east_0240,350,-78.1960188667,78.1960188667,topo-bathy.tt3,30,30,true
east,east_0240,400,-91.2910852233,91.2910852233,topo-bathy.tt3,30,30,true
east,east_0240,450,-104.139358555,104.139358555,topo-bathy.tt3,30,30,true
east,east_0240,500,-118.850851753,118.850851753,topo-bathy.tt3,30,30,true
east,east_0240,550,-134.608958771,134.608958771,topo-bathy.tt3,30,30,true
east,east_0240,600,-146.309410381,146.309410381,topo-bathy.tt3,30,30,true
east,east_0240,650,-157.194328589,157.194328589,topo-bathy.tt3,30,30,true
east,east_0240,700,-167.784696579,167.784696579,topo-bathy.tt3,30,30,true
east,east_0240,750,-178.512122466,178.512122466,topo-bathy.tt3,30,30,true
east,east_0240,800,-189.444622982,189.444622982,topo-bathy.tt3,30,30,true
east,east_0240,850,-199.021028937,199.021028937,topo-bathy.tt3,30,30,true
east,east_0240,900,-186.657623548,186.657623548,topo-bathy.tt3,30,30,true
east,east_0240,950,-102.797267571,102.797267571,topo-bathy.tt3,30,30,true
east,east_0240,1000,-113.259687427,113.259687427,topo-bathy.tt3,30,30,true
east,east_0240,1050,-133.045880549,133.045880549,topo-bathy.tt3,30,30,true
east,east_0240,1100,-160.263548885,160.263548885,topo-bathy.tt3,30,30,true
east,east_0240,1150,-186.667168361,186.667168361,topo-bathy.tt3,30,30,true
east,east_0240,1200,-204.51591123,204.51591123,topo-bathy.tt3,30,30,true
east,east_0240,1250,-217.873999879,217.873999879,topo-bathy.tt3,30,30,true
east,east_0240,1300,-230.499571594,230.499571594,topo-bathy.tt3,30,30,true
east,east_0240,1350,-244.330321637,244.330321637,topo-bathy.tt3,30,30,true
east,east_0240,1400,-259.703676941,259.703676941,topo-bathy.tt3,30,30,true
east,east_0240,1450,-274.079881402,274.079881402,topo-bathy.tt3,30,30,true
east,east_0240,1500,-288.852764592,288.852764592,topo-bathy.tt3,30,30,true
east,east_0240,1550,-306.050761381,306.050761381,topo-bathy.tt3,30,30,true
east,east_0240,1600,-322.976003058,322.976003058,topo-bathy.tt3,30,30,true
east,east_0240,1650,-338.416794774,338.416794774,topo-bathy.tt3,30,30,true
east,east_0240,1700,-355.68327961,355.68327961,topo-bathy.tt3,30,30,true
east,east_0240,1750,-375.449432562,375.449432562,topo-bathy.tt3,30,30,true
east,east_0240,1800,-396.888137293,396.888137293,topo-bathy.tt3,30,30,true
east,east_0240,1850,-417.796368107,417.796368107,topo-bathy.tt3,30,30,true
east,east_0240,1900,-436.981166113,436.981166113,topo-bathy.tt3,30,30,true
east,east_0240,1950,-455.958566415,455.958566415,topo-bathy.tt3,30,30,true
east,east_0240,2000,-473.916596142,473.916596142,topo-bathy.tt3,30,30,true
east,east_0260,0,1.09962358989,-1.09962358989,topo-bathy.tt3,30,30,true
east,east_0260,50,-47.5947042381,47.5947042381,topo-bathy.tt3,30,30,true
east,east_0260,100,-73.8011307916,73.8011307916,topo-bathy.tt3,30,30,true
east,east_0260,150,-92.7589040979,92.7589040979,topo-bathy.tt3,30,30,true
east,east_0260,200,-114.849484764,114.849484764,topo-bathy.tt3,30,30,true
east,east_0260,250,-139.988453375,139.988453375,topo-bathy.tt3,30,30,true
east,east_0260,300,-167.990451895,167.990451895,topo-bathy.tt3,30,30,true
east,east_0260,350,-197.891339367,197.891339367,topo-bathy.tt3,30,30,true
east,east_0260,400,-225.398622223,225.398622223,topo-bathy.tt3,30,30,true
east,east_0260,450,-249.368028237,249.368028237,topo-bathy.tt3,30,30,true
east,east_0260,500,-238.427468458,238.427468458,topo-bathy.tt3,30,30,true
east,east_0260,550,-216.58157173,216.58157173,topo-bathy.tt3,30,30,true
east,east_0260,600,-228.516062033,228.516062033,topo-bathy.tt3,30,30,true
east,east_0260,650,-231.58933126,231.58933126,topo-bathy.tt3,30,30,true
east,east_0260,700,-238.567398826,238.567398826,topo-bathy.tt3,30,30,true
east,east_0260,750,-241.618974798,241.618974798,topo-bathy.tt3,30,30,true
east,east_0260,800,-252.772401663,252.772401663,topo-bathy.tt3,30,30,true
east,east_0260,850,-272.959362764,272.959362764,topo-bathy.tt3,30,30,true
east,east_0260,900,-296.938449286,296.938449286,topo-bathy.tt3,30,30,true
east,east_0260,950,-323.521891658,323.521891658,topo-bathy.tt3,30,30,true
east,east_0260,1000,-351.75597979,351.75597979,topo-bathy.tt3,30,30,true
east,east_0260,1050,-378.987133294,378.987133294,topo-bathy.tt3,30,30,true
east,east_0260,1100,-405.097922303,405.097922303,topo-bathy.tt3,30,30,true
east,east_0260,1150,-430.184749581,430.184749581,topo-bathy.tt3,30,30,true
east,east_0260,1200,-454.170449474,454.170449474,topo-bathy.tt3,30,30,true
east,east_0260,1250,-480.22714724,480.22714724,topo-bathy.tt3,30,30,true
east,east_0260,1300,-502.361221933,502.361221933,topo-bathy.tt3,30,30,true
east,east_0260,1350,-519.342885986,519.342885986,topo-bathy.tt3,30,30,true
east,east_0260,1400,-534.806901288,534.806901288,topo-bathy.tt3,30,30,true
east,east_0260,1450,-549.678652562,549.678652562,topo-bathy.tt3,30,30,true
east,east_0260,1500,-562.184910656,562.184910656,topo-bathy.tt3,30,30,true
east,east_0260,1550,-571.957066861,571.957066861,topo-bathy.tt3,30,30,true
east,east_0260,1600,-580.61621026,580.61621026,topo-bathy.tt3,30,30,true
east,east_0260,1650,-590.750886109,590.750886109,topo-bathy.tt3,30,30,true
east,east_0260,1700,-602.068621949,602.068621949,topo-bathy.tt3,30,30,true
east,east_0260,1750,-612.099875161,612.099875161,topo-bathy.tt3,30,30,true
east,east_0260,1800,-622.475221431,622.475221431,topo-bathy.tt3,30,30,true
east,east_0260,1850,-633.70392063,633.70392063,topo-bathy.tt3,30,30,true
east,east_0260,1900,-645.77681635,645.77681635,topo-bathy.tt3,30,30,true
east,east_0260,1950,-658.701917352,658.701917352,topo-bathy.tt3,30,30,true
east,east_0260,2000,-672.889423772,672.889423772,topo-bathy.tt3,30,30,true
east,east_0280,0,-1.51049428406,1.51049428406,topo-bathy.tt3,30,30,true
east,east_0280,50,-9.71824857869,9.71824857869,topo-bathy.tt3,30,30,true
east,east_0280,100,-14.4812659439,14.4812659439,topo-bathy.tt3,30,30,true
east,east_0280,150,-19.272886417,19.272886417,topo-bathy.tt3,30,30,true
east,east_0280,200,-24.4436558432,24.4436558432,topo-bathy.tt3,30,30,true
east,east_0280,250,-30.3304538414,30.3304538414,topo-bathy.tt3,30,30,true
east,east_0280,300,-37.2587778833,37.2587778833,topo-bathy.tt3,30,30,true
east,east_0280,350,-44.7452534353,44.7452534353,topo-bathy.tt3,30,30,true
east,east_0280,400,-52.1803658213,52.1803658213,topo-bathy.tt3,30,30,true
east,east_0280,450,-59.8074411841,59.8074411841,topo-bathy.tt3,30,30,true
east,east_0280,500,-67.894420768,67.894420768,topo-bathy.tt3,30,30,true
east,east_0280,550,-76.6522626166,76.6522626166,topo-bathy.tt3,30,30,true
east,east_0280,600,-86.1957497835,86.1957497835,topo-bathy.tt3,30,30,true
east,east_0280,650,-97.0758778171,97.0758778171,topo-bathy.tt3,30,30,true
east,east_0280,700,-109.648514594,109.648514594,topo-bathy.tt3,30,30,true
east,east_0280,750,-122.579264307,122.579264307,topo-bathy.tt3,30,30,true
east,east_0280,800,-134.327302738,134.327302738,topo-bathy.tt3,30,30,true
east,east_0280,850,-144.75438821,144.75438821,topo-bathy.tt3,30,30,true
east,east_0280,900,-150.598906368,150.598906368,topo-bathy.tt3,30,30,true
east,east_0280,950,-155.857623605,155.857623605,topo-bathy.tt3,30,30,true
east,east_0280,1000,-160.904529364,160.904529364,topo-bathy.tt3,30,30,true
east,east_0280,1050,-166.285748394,166.285748394,topo-bathy.tt3,30,30,true
east,east_0280,1100,-172.144760478,172.144760478,topo-bathy.tt3,30,30,true
east,east_0280,1150,-178.269220688,178.269220688,topo-bathy.tt3,30,30,true
east,east_0280,1200,-184.638427635,184.638427635,topo-bathy.tt3,30,30,true
east,east_0280,1250,-191.3350584,191.3350584,topo-bathy.tt3,30,30,true
east,east_0280,1300,-198.212576553,198.212576553,topo-bathy.tt3,30,30,true
east,east_0280,1350,-205.093267035,205.093267035,topo-bathy.tt3,30,30,true
east,east_0280,1400,-212.276025342,212.276025342,topo-bathy.tt3,30,30,true
east,east_0280,1450,-219.667677215,219.667677215,topo-bathy.tt3,30,30,true
east,east_0280,1500,-227.130565332,227.130565332,topo-bathy.tt3,30,30,true
east,east_0280,1550,-234.824145502,234.824145502,topo-bathy.tt3,30,30,true
east,east_0280,1600,-243.52078636,243.52078636,topo-bathy.tt3,30,30,true
east,east_0280,1650,-253.563512923,253.563512923,topo-bathy.tt3,30,30,true
east,east_0280,1700,-265.076984239,265.076984239,topo-bathy.tt3,30,30,true
east,east_0280,1750,-277.583147534,277.583147534,topo-bathy.tt3,30,30,true
east,east_0280,1800,-288.029544476,288.029544476,topo-bathy.tt3,30,30,true
east,east_0280,1850,-298.315158881,298.315158881,topo-bathy.tt3,30,30,true
east,east_0280,1900,-310.251287097,310.251287097,topo-bathy.tt3,30,30,true
east,east_0280,1950,-306.264963757,306.264963757,topo-bathy.tt3,30,30,true
east,east_0280,2000,-310.454647854,310.454647854,topo-bathy.tt3,30,30,true
east,east_0300,0,1.51778194221,-1.51778194221,topo-bathy.tt3,30,30,true
east,east_0300,50,-33.2480969941,33.2480969941,topo-bathy.tt3,30,30,true
east,east_0300,100,-47.0023036299,47.0023036299,topo-bathy.tt3,30,30,true
east,east_0300,150,-60.0795294144,60.0795294144,topo-bathy.tt3,30,30,true
east,east_0300,200,-75.3328476472,75.3328476472,topo-bathy.tt3,30,30,true
east,east_0300,250,-92.1804785658,92.1804785658,topo-bathy.tt3,30,30,true
east,east_0300,300,-108.625408961,108.625408961,topo-bathy.tt3,30,30,true
east,east_0300,350,-124.989564206,124.989564206,topo-bathy.tt3,30,30,true
east,east_0300,400,-142.612085193,142.612085193,topo-bathy.tt3,30,30,true
east,east_0300,450,-158.089086643,158.089086643,topo-bathy.tt3,30,30,true
east,east_0300,500,-170.27508781,170.27508781,topo-bathy.tt3,30,30,true
east,east_0300,550,-178.793588838,178.793588838,topo-bathy.tt3,30,30,true
east,east_0300,600,-181.638336893,181.638336893,topo-bathy.tt3,30,30,true
east,east_0300,650,-183.10974411,183.10974411,topo-bathy.tt3,30,30,true
east,east_0300,700,-183.79010832,183.79010832,topo-bathy.tt3,30,30,true
east,east_0300,750,-184.099075686,184.099075686,topo-bathy.tt3,30,30,true
east,east_0300,800,-184.391764145,184.391764145,topo-bathy.tt3,30,30,true
east,east_0300,850,-185.081510451,185.081510451,topo-bathy.tt3,30,30,true
east,east_0300,900,-186.089695372,186.089695372,topo-bathy.tt3,30,30,true
east,east_0300,950,-187.242304363,187.242304363,topo-bathy.tt3,30,30,true
east,east_0300,1000,-188.162222644,188.162222644,topo-bathy.tt3,30,30,true
east,east_0300,1050,-188.891748086,188.891748086,topo-bathy.tt3,30,30,true
east,east_0300,1100,-189.767593153,189.767593153,topo-bathy.tt3,30,30,true
east,east_0300,1150,-190.914929595,190.914929595,topo-bathy.tt3,30,30,true
east,east_0300,1200,-192.42205497,192.42205497,topo-bathy.tt3,30,30,true
east,east_0300,1250,-193.368663741,193.368663741,topo-bathy.tt3,30,30,true
east,east_0300,1300,-192.072637839,192.072637839,topo-bathy.tt3,30,30,true
east,east_0300,1350,-185.030111435,185.030111435,topo-bathy.tt3,30,30,true
east,east_0300,1400,-173.305291219,173.305291219,topo-bathy.tt3,30,30,true
east,east_0300,1450,-153.950704628,153.950704628,topo-bathy.tt3,30,30,true
east,east_0300,1500,-153.222335551,153.222335551,topo-bathy.tt3,30,30,true
east,east_0300,1550,-157.927047175,157.927047175,topo-bathy.tt3,30,30,true
east,east_0300,1600,-160.681986446,160.681986446,topo-bathy.tt3,30,30,true
east,east_0300,1650,-157.406305482,157.406305482,topo-bathy.tt3,30,30,true
east,east_0300,1700,-145.721983042,145.721983042,topo-bathy.tt3,30,30,true
east,east_0300,1750,-129.308425689,129.308425689,topo-bathy.tt3,30,30,true
east,east_0300,1800,-119.687496314,119.687496314,topo-bathy.tt3,30,30,true
east,east_0300,1850,-123.674307317,123.674307317,topo-bathy.tt3,30,30,true
east,east_0300,1900,-138.633616849,138.633616849,topo-bathy.tt3,30,30,true
east,east_0300,1950,-155.677291552,155.677291552,topo-bathy.tt3,30,30,true
east,east_0300,2000,-171.255315752,171.255315752,topo-bathy.tt3,30,30,true
east,east_0320,0,-0.621771387286,0.621771387286,topo-bathy.tt3,30,30,true
east,east_0320,50,-8.13432854784,8.13432854784,topo-bathy.tt3,30,30,true
east,east_0320,100,-12.1885963033,12.1885963033,topo-bathy.tt3,30,30,true
east,east_0320,150,-22.0844529439,22.0844529439,topo-bathy.tt3,30,30,true
east,east_0320,200,-59.5356361564,59.5356361564,topo-bathy.tt3,30,30,true
east,east_0320,250,-85.1384571234,85.1384571234,topo-bathy.tt3,30,30,true
east,east_0320,300,-113.028828141,113.028828141,topo-bathy.tt3,30,30,true
east,east_0320,350,-143.168091689,143.168091689,topo-bathy.tt3,30,30,true
east,east_0320,400,-175.712100521,175.712100521,topo-bathy.tt3,30,30,true
east,east_0320,450,-210.120514876,210.120514876,topo-bathy.tt3,30,30,true
east,east_0320,500,-246.273704526,246.273704526,topo-bathy.tt3,30,30,true
east,east_0320,550,-281.360705402,281.360705402,topo-bathy.tt3,30,30,true
east,east_0320,600,-307.610494337,307.610494337,topo-bathy.tt3,30,30,true
east,east_0320,650,-322.911287224,322.911287224,topo-bathy.tt3,30,30,true
east,east_0320,700,-336.890352927,336.890352927,topo-bathy.tt3,30,30,true
east,east_0320,750,-350.249809929,350.249809929,topo-bathy.tt3,30,30,true
east,east_0320,800,-361.792053757,361.792053757,topo-bathy.tt3,30,30,true
east,east_0320,850,-371.409968981,371.409968981,topo-bathy.tt3,30,30,true
east,east_0320,900,-379.696821804,379.696821804,topo-bathy.tt3,30,30,true
east,east_0320,950,-386.571947711,386.571947711,topo-bathy.tt3,30,30,true
east,east_0320,1000,-391.742361306,391.742361306,topo-bathy.tt3,30,30,true
east,east_0320,1050,-393.895373197,393.895373197,topo-bathy.tt3,30,30,true
east,east_0320,1100,-393.481553588,393.481553588,topo-bathy.tt3,30,30,true
east,east_0320,1150,-391.323456294,391.323456294,topo-bathy.tt3,30,30,true
east,east_0320,1200,-388.206300338,388.206300338,topo-bathy.tt3,30,30,true
east,east_0320,1250,-384.80037998,384.80037998,topo-bathy.tt3,30,30,true
east,east_0320,1300,-382.21283799,382.21283799,topo-bathy.tt3,30,30,true
east,east_0320,1350,-381.530280632,381.530280632,topo-bathy.tt3,30,30,true
east,east_0320,1400,-383.27865383,383.27865383,topo-bathy.tt3,30,30,true
east,east_0320,1450,-387.160103119,387.160103119,topo-bathy.tt3,30,30,true
east,east_0320,1500,-392.288209352,392.288209352,topo-bathy.tt3,30,30,true
east,east_0320,1550,-399.036713625,399.036713625,topo-bathy.tt3,30,30,true
east,east_0320,1600,-407.274990401,407.274990401,topo-bathy.tt3,30,30,true
east,east_0320,1650,-418.311616044,418.311616044,topo-bathy.tt3,30,30,true
east,east_0320,1700,-431.961221167,431.961221167,topo-bathy.tt3,30,30,true
